,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayable,16000.000,,10000.000,0.000,0.000
AccountsPayableCurrent,,48000.000,,,
AccountsReceivableNet,96000.000,,,,
AccountsReceivableNetCurrent,,3389000.000,,,
Assets,4147000.000,,5968000.000,5944000.000,5933000.000
AssetsCurrent,,6193000.000,,,
AssetsNet,,5883000.000,5913000.000,5909000.000,5908000.000
BuildingsAndImprovementsGross,11359000.000,,,,
Cash,,2804000.000,2591000.000,2569000.000,2558000.000
CashAndCashEquivalentsAtCarryingValue,,2804000.000,,,
CashEquivalentsAtCarryingValue,46000.000,,,,
DueToAffiliate,54000.000,,0.000,0.000,0.000
DueToAffiliateCurrent,,14000.000,,,
GeneralPartnersCapitalAccount,-3820000.000,,,,
Land,905000.000,,,,
Liabilities,6207000.000,,55000.000,35000.000,25000.000
LiabilitiesAndPartnersCapital,4147000.000,,,,
LiabilitiesCurrent,,310000.000,,,
LimitedPartnersCapitalAccount,1760000.000,,,,
LongTermDebtComponentsMortgageLoans,5878000.000,,,,
NontradeReceivables,,,3377000.000,3375000.000,3375000.000
OtherAssets,95000.000,,,,
OtherLiabilities,111000.000,,0.000,0.000,0.000
OtherLiabilitiesCurrent,,128000.000,,,
PartnersCapital,-2060000.000,,,,
RealEstateAccumulatedDepreciation,-8354000.000,,,,
RealEstateInvestmentPropertyAtCost,12264000.000,,,,
RealEstateInvestmentPropertyNet,3910000.000,,,,
SecurityDepositLiability,43000.000,,,,
TaxesPayable,105000.000,55000.000,0.000,0.000,0.000
