,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
PaymentsToAcquireProductiveAssets,189000000.000,248000000.000,239000000.000,,,,130000000.000,91000000.000,68000000.000,94000000.000,61000000.000
PreferredStockDividendsAndOtherAdjustments,,,,,,,,0.000,0.000,,0.000
PreferredStockDividendsIncomeStatementImpact,,,,,,,0.000,4000000.000,9000000.000,9000000.000,9000000.000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,,,,13000000.000,,,,4000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,691000000.000
ProceedsFromIssuanceOfPreferredLimitedPartnersUnits,,,,,,,362000000.000,,,,0.000
ProceedsFromLinesOfCredit,,,0.000,,,,495000000.000,,,,264000000.000
ProceedsFromRepaymentsOfCommercialPaper,,,183000000.000,,,,-236000000.000,,,,0.000
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,1000000.000
ProfitLoss,,,,,,,,39000000.000,119000000.000,,120000000.000
RelatedPartiesAmountInCostOfSales,4000000.000,8000000.000,4000000.000,4000000.000,6000000.000,3000000.000,2000000.000,3000000.000,4000000.000,5000000.000,3000000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,63000000.000,66000000.000,16000000.000,15000000.000,19000000.000,11000000.000,13000000.000,12000000.000,7000000.000,8000000.000,9000000.000
RepaymentsOfLongTermLinesOfCredit,,,0.000,,,,90000000.000,,,,900000000.000
RepaymentsOfRelatedPartyDebt,,,,,,,363000000.000,,,,0.000
RevenueFromRelatedParties,38000000.000,37000000.000,51000000.000,34000000.000,36000000.000,41000000.000,44000000.000,38000000.000,36000000.000,41000000.000,42000000.000
Revenues,,,,,646000000.000,,509000000.000,529000000.000,620000000.000,,666000000.000
SalesRevenueGoodsNet,,,,,357000000.000,,245000000.000,266000000.000,326000000.000,335000000.000,386000000.000
SalesRevenueNet,,,,,646000000.000,,509000000.000,529000000.000,620000000.000,,666000000.000
SalesRevenueServicesNet,,,,,289000000.000,,264000000.000,263000000.000,294000000.000,279000000.000,280000000.000
ShareBasedCompensation,,,3000000.000,,,,2000000.000,,,,4000000.000
TaxesOther,13000000.000,14000000.000,17000000.000,13000000.000,15000000.000,14000000.000,15000000.000,15000000.000,13000000.000,15000000.000,16000000.000
UnrealizedGainLossOnEnergyContracts,,,,,,,,-39000000.000,8000000.000,,24000000.000
UtilitiesOperatingExpenseMaintenanceAndOperations,129000000.000,,,,,,,,,,
WeightedAverageLimitedPartnershipUnitsOutstanding,,,,,,,422000000.000,422000000.000,422000000.000,-842000000.000,433000000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,,,,,,443000000.000,423000000.000,422000000.000,-864000000.000,434000000.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,414000000.000,422000000.000,422000000.000,,422000000.000,,,,,,
