,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
InventoryNet,,,,,,1605000.000,
Liabilities,331961000.000,408410000.000,389022000.000,432558000.000,439798000.000,456795000.000,447228000.000
LiabilitiesAndStockholdersEquity,508505000.000,604748000.000,630447000.000,667817000.000,701348000.000,767783000.000,802233000.000
LineOfCredit,,,,25000000.000,25000000.000,,
LineOfCreditFacilityAmountOutstanding,,,,,,25000000.000,25000000.000
LoansAndLeasesReceivableAllowance,54327000.000,73103000.000,64125000.000,75133000.000,81516000.000,94561000.000,82149000.000
LoansAndLeasesReceivableNetOfDeferredIncome,379288000.000,490093000.000,425009000.000,496254000.000,539404000.000,577172000.000,497550000.000
LoansAndLeasesReceivableNetReportedAmount,326903000.000,419819000.000,363924000.000,424282000.000,461298000.000,486327000.000,419727000.000
LongTermDebt,248161000.000,,,,,391964000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,37928000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,245000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,9230000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,343541000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,1020000.000,
MinorityInterest,-6560000.000,-6146000.000,-6299000.000,-6221000.000,-6835000.000,-7377000.000,-7143000.000
NotesPayable,5097000.000,11370000.000,12310000.000,15534000.000,32031000.000,37336000.000,37368000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,22089000.000,20512000.000,20295000.000,20076000.000,19854000.000,19628000.000,19397000.000
NotesReceivableNet,1764000.000,1549000.000,1436000.000,1320000.000,1201000.000,1077000.000,950000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,206998000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,46333000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,17806000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,27741000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,36039000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,41862000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,37217000.000,
OtherAssets,15756000.000,20994000.000,19917000.000,29028000.000,30846000.000,39746000.000,38358000.000
OtherAssetsMiscellaneous,,,,,,985000.000,
OtherLiabilities,,,,,,3558000.000,
PrepaidRent,,,,,,4887000.000,
PropertyPlantAndEquipmentGross,,,,148885000.000,154997000.000,166082000.000,177072000.000
PropertyPlantAndEquipmentNet,63362000.000,72571000.000,80620000.000,86768000.000,88846000.000,95239000.000,101461000.000
RestrictedCashAndCashEquivalents,,,,,,8600000.000,
RetainedEarningsAccumulatedDeficit,167324000.000,186704000.000,231943000.000,225700000.000,238603000.000,243835000.000,287617000.000
SeniorNotes,,312120000.000,311970000.000,311821000.000,311670000.000,311519000.000,311372000.000
StockholdersEquity,183104000.000,202484000.000,247724000.000,241480000.000,268385000.000,318365000.000,362148000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,176544000.000,196338000.000,241425000.000,235259000.000,261550000.000,310988000.000,355005000.000
TaxesPayableCurrentAndNoncurrent,,,,,,2781000.000,
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,1942000.000,2829000.000,3040000.000,3161000.000,3410000.000,3716000.000,4326000.000
VariableInterestEntityNonconsolidatedCarryingAmountLiabilities,,,,2063000.000,2999000.000,4610000.000,
