,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,54527000.000,62356000.000,42414000.000,58114000.000,49250000.000,61341000.000,52396000.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,11513000.000,
AccruedRentCurrentAndNoncurrent,,,,,,5686000.000,
AccumulatedAmortizationDeferredFinanceCosts,3477000.000,5445000.000,6434000.000,7424000.000,8476000.000,9526000.000,10555000.000
AccumulatedCapitalizedInterestCosts,,,,,,900000.000,900000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,62117000.000,66151000.000,70843000.000,75611000.000
Assets,508505000.000,604748000.000,630447000.000,667817000.000,701348000.000,767783000.000,802233000.000
CapitalLeaseObligations,2087000.000,2052000.000,2033000.000,2013000.000,1993000.000,1971000.000,1695000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,3105000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,261000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,283000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,277000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,272000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,267000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,1745000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,1134000.000,
CashAndCashEquivalentsAtCarryingValue,56257000.000,38141000.000,119341000.000,76581000.000,64745000.000,90794000.000,195056000.000
DebtInstrumentFaceAmount,,,,,,100000000.000,100000000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,0.110,0.110
DebtInstrumentUnamortizedDiscountPremiumNet,,,,1821000.000,1670000.000,,1372000.000
DebtInstrumentUnamortizedPremium,,,1970000.000,,,,
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables,,,,3200000.000,3500000.000,3900000.000,4100000.000
DeferredFinanceCostsNet,13718000.000,14042000.000,13053000.000,12642000.000,11622000.000,10570000.000,9540000.000
FinancingReceivableRecordedInvestmentCurrent,,,,424291000.000,454719000.000,469002000.000,419699000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,59058000.000,75963000.000,84520000.000,58164000.000
FinancingReceivableRecordedInvestmentPastDue,,,,71963000.000,84685000.000,108170000.000,77851000.000
ForeclosedAssets,,,,,,6355000.000,
Goodwill,5185000.000,5975000.000,5975000.000,5975000.000,5975000.000,5975000.000,5975000.000
GuaranteeObligationsCurrentCarryingValue,,,,,,4610000.000,
IntangibleAssetsNetExcludingGoodwill,140000.000,140000.000,80000.000,20000.000,,,
InterestPayableCurrentAndNoncurrent,,,,,,19749000.000,
InterestReceivable,25420000.000,31517000.000,26101000.000,31201000.000,36815000.000,38055000.000,31166000.000
