,2011-12-31,2012-03-31,2012-09-30,2012-12-31
AdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,-41277.000,-38685.000,-54741.000,-29682.000
ExplorationExpense,10538.000,9042.000,,
ImpairmentOfIntangibleAssetsFinitelived,15000.000,,,
IncomeLossFromContinuingOperations,,,-3387.000,-33069.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,-0.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,,,-0.000
InterestExpense,,,-3387.000,-3387.000
InterestExpenseMediumTermNotes,-2759.000,-2730.000,,
MarketingAndAdvertisingExpense,,2990.000,1665.000,2550.000
NetCashProvidedByUsedInOperatingActivities,,,-61391.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-61391.000,
NetIncomeLoss,-44036.000,-41415.000,-58128.000,-33069.000
NetIncomeLossAvailableToCommonStockholdersDiluted,0.000,,,
NetInvestmentIncome,-2759.000,-2730.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,440416666.000,440416666.000
WeightedAverageNumberOfSharesOutstandingBasic,434750000.000,434750000.000,,
