,2012-03-31,2013-03-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,716684.000,
AllocatedShareBasedCompensationExpense,,3469665.000
AmortizationOfDebtDiscountPremium,986440.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-479845.000,-975.000
CostsAndExpenses,2604917.000,
DepreciationAmortizationAndAccretionNet,,62858.000
DepreciationAndAmortization,40063.000,62858.000
EarningsPerShareBasicAndDiluted,-1.070,-0.530
GainsLossesOnExtinguishmentOfDebt,-50518.000,0.000
GeneralAndAdministrativeExpense,,81704.000
IncomeTaxesPaid,0.000,
IncomeTaxesPaidNet,,0.000
IncreaseDecreaseInAccountsPayable,50366.000,36270.000
IncreaseDecreaseInAccountsPayableRelatedParties,58926.000,-10565.000
IncreaseDecreaseInAccountsReceivable,14376.000,-2040.000
IncreaseDecreaseInAccruedLiabilities,88462.000,383662.000
IncreaseDecreaseInDerivativeLiabilities,,309866.000
IncreaseDecreaseInNotesPayableRelatedParties,,500603.000
IncreaseDecreaseInPrepaidReinsurancePremiums,,-3850.000
InterestExpense,1075060.000,-1082760.000
InterestPaid,20689.000,
InterestPaidNet,,0.000
LaborAndRelatedExpense,2160609.000,
LeaseOperatingExpense,3523.000,226242.000
NetCashProvidedByUsedInFinancingActivities,411648.000,738423.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,411648.000,738423.000
NetCashProvidedByUsedInInvestingActivities,-661091.000,-238054.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-661091.000,-238054.000
NetCashProvidedByUsedInOperatingActivities,-230402.000,-501344.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-230402.000,-501344.000
NetIncomeLoss,-3651410.000,-5899458.000
OilAndGasRevenue,,88842.000
OilAndGasSalesRevenue,79085.000,
OperatingCostsAndExpenses,,4595676.000
OperatingIncomeLoss,-2525832.000,-4506832.000
OtherCostAndExpenseOperating,0.000,
OtherExpenses,,68829.000
OtherGeneralAndAdministrativeExpense,56457.000,
OtherOperatingIncomeExpenseNet,,-1392626.000
PaymentsToAcquireMiningAssets,,-413053.000
PaymentsToExploreAndDevelopOilAndGasProperties,661091.000,
ProceedsFromConvertibleDebt,225000.000,
ProceedsFromNotesPayable,,11404.000
ProceedsFromSaleOfInvestmentProjects,,150000.000
ProceedsFromShortTermDebt,,0.000
ProceedsFromStockOptionsExercised,201250.000,
ProfessionalFees,204127.000,298018.000
ProfitLoss,,-5899458.000
RepaymentsOfNotesPayable,,-5584.000
RepaymentsOfShortTermDebt,,0.000
Revenues,,88842.000
SalesRevenueNet,,88842.000
ShareBasedCompensation,2160609.000,
StockIssuedDuringPeriodValueOther,,0.000
StockIssuedDuringPeriodValueShareBasedCompensation,,3160268.000
StockIssuedDuringPeriodValueStockOptionsExercised,201250.000,
UtilitiesOperatingExpenseImpairments,,384418.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,11185410.000
