,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,300200000.000,305800000.000,314600000.000,308200000.000,263900000.000,337600000.000,418000000.000,339300000.000,368600000.000,391100000.000,368700000.000,365000000.000,388100000.000,475600000.000,471100000.000,427900000.000,356900000.000,374900000.000,438300000.000,402400000.000,323800000.000,353000000.000,365100000.000,445300000.000,369500000.000
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,,,,93800000.000,,,,111700000.000,
AccountsReceivableNetCurrent,140200000.000,127800000.000,198500000.000,188800000.000,92200000.000,81700000.000,93900000.000,94900000.000,98900000.000,85000000.000,78100000.000,81800000.000,106600000.000,85900000.000,84300000.000,427300000.000,361600000.000,297300000.000,427300000.000,397600000.000,390600000.000,316300000.000,491500000.000,493300000.000,424900000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,29000000.000,,,,19000000.000,,,,15500000.000,,,,15500000.000,,,,,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,3700000.000,,,,3600000.000,,,,2000000.000,,,,2700000.000,,,,,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,25300000.000,,,,15400000.000,,,,13500000.000,,,,12800000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1400000.000,-600000.000,-600000.000,-800000.000,-800000.000,-800000.000,-800000.000,-800000.000,-800000.000,-800000.000,-800000.000,-200000.000,-200000.000,-200000.000,-200000.000,-600000.000,-600000.000,-600000.000,-600000.000,-400000.000,-400000.000,-400000.000,-400000.000,-400000.000,-400000.000
AdditionalCollateralAggregateFairValue,,37500000.000,50400000.000,76000000.000,82200000.000,65300000.000,57000000.000,39900000.000,17100000.000,37100000.000,27100000.000,20800000.000,9000000.000,13300000.000,13900000.000,37400000.000,42200000.000,46900000.000,59000000.000,,,,,,
AdditionalPaidInCapitalCommonStock,1507500000.000,1509700000.000,1509100000.000,1510800000.000,1510000000.000,1511100000.000,1512100000.000,1511200000.000,1504400000.000,1506000000.000,1506900000.000,1507800000.000,1506400000.000,1507300000.000,1508900000.000,1509100000.000,1631600000.000,1649000000.000,1656000000.000,1663000000.000,1673700000.000,1681800000.000,1686000000.000,1693100000.000,1699200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,4800000.000,,,,5100000.000,,,,4800000.000,,,,8700000.000,
