,2012-06-26,2012-09-25,2012-12-25,2013-03-26,2013-06-25,2013-09-24,2013-12-31,2014-04-01,2014-07-01,2014-09-30,2014-12-30,2015-03-31,2015-06-30,2015-09-29,2015-12-29,2016-03-29,2016-06-28,2016-09-27,2016-12-27
AccountsPayableCurrent,,,,26550000.000,28495000.000,28415000.000,30335000.000,28154000.000,36554000.000,33667000.000,34844000.000,32374000.000,36279000.000,34607000.000,34926000.000,34436000.000,34433000.000,36300000.000,36333000.000
AccountsReceivableNetCurrent,,,,4920000.000,5229000.000,6597000.000,10580000.000,6445000.000,8587000.000,9235000.000,10475000.000,8803000.000,6610000.000,5709000.000,7278000.000,5702000.000,4764000.000,5430000.000,10053000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,5879000.000,
AccruedIncomeTaxesCurrent,,,,1943000.000,618000.000,,557000.000,2119000.000,,,0.000,2441000.000,574000.000,,,,,,
AccruedLiabilitiesCurrent,58356000.000,49040000.000,46309000.000,46508000.000,55508000.000,57062000.000,50499000.000,45883000.000,41907000.000,50080000.000,43397000.000,50854000.000,45471000.000,51670000.000,44847000.000,50142000.000,48876000.000,56737000.000,49012000.000
AccruedPayrollTaxesCurrent,,,4534000.000,6091000.000,4683000.000,5450000.000,2453000.000,5354000.000,2688000.000,5320000.000,,,,,,,,,
AccruedProfessionalFeesCurrent,,,0.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,19021000.000,28912000.000,39123000.000,47717000.000,56564000.000,66001000.000,75895000.000,85213000.000,95795000.000,107091000.000,118984000.000,128845000.000,141328000.000,152114000.000,163993000.000,172476000.000,180905000.000,192086000.000,201208000.000
Assets,1180669000.000,,,1187653000.000,1199224000.000,1196744000.000,1205112000.000,1190393000.000,1233323000.000,1229622000.000,1236355000.000,1236805000.000,1236793000.000,1234608000.000,1220790000.000,1217354000.000,1219863000.000,1220624000.000,1217135000.000
AssetsCurrent,60808000.000,,,88779000.000,103436000.000,79699000.000,57104000.000,40190000.000,84274000.000,51250000.000,61910000.000,67068000.000,74595000.000,72884000.000,63115000.000,71874000.000,78948000.000,41510000.000,44368000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,,3500000.000,4800000.000,,,,
AssetsHeldForSaleAtCarryingValue,,,300000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,13900000.000,,,,10900000.000,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,10414000.000,10401000.000,,0.000,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,767704000.000,767736000.000,767633000.000,,,21505000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,627000000.000,627000000.000,627000000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,11962000.000,11962000.000,11962000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,7296000.000,7296000.000,7296000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,3399000.000,3399000.000,3399000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,8041000.000,8041000.000,8537000.000,,,1200000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,24631000.000,24631000.000,24631000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,59939000.000,59941000.000,59940000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,,,,,132000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,7292000.000,7292000.000,7385000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,210547000.000,210791000.000,211786000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,289125000.000,289144000.000,289446000.000,,,1728000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,,,6166000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,24686000.000,24686000.000,24686000.000,,,595000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,41416000.000,41402000.000,41402000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,138952000.000,138952000.000,138952000.000,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,0.000,0.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,36480000.000,,,52061000.000,67785000.000,43363000.000,20035000.000,7386000.000,48293000.000,11635000.000,12063000.000,23712000.000,33483000.000,32146000.000,32717000.000,45851000.000,55480000.000,16053000.000,13604000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,64300000.000,37200000.000,,2600000.000,43800000.000,7400000.000,,,,,,,,,
CommonStockSharesAuthorized,1000.000,1000.000,1000000.000,1000000.000,1000000.000,1000.000,1000000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,1000.000,1000.000,1000000.000,1000000.000,1000000.000,1000.000,1000000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesOutstanding,1000.000,1000.000,1000000.000,1000000.000,1000000.000,1000.000,1000000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,586936000.000
DebtWeightedAverageInterestRate,,,0.045,,,,0.032,,,,0.034,,,,,,,,
DeferredCompensationPlanAssets,,,,,300000.000,300000.000,,800000.000,400000.000,300000.000,500000.000,400000.000,300000.000,400000.000,1500000.000,1800000.000,900000.000,600000.000,500000.000
DeferredIncomeTaxLiabilities,,,243266000.000,,,,240261000.000,,,,241303000.000,,,,238106000.000,,,,233051000.000
DeferredTaxAssetsGross,,,42421000.000,,,,36701000.000,,,,43619000.000,,,,48343000.000,,,,50594000.000
DeferredTaxAssetsLiabilitiesNet,,,-200845000.000,,,,-203560000.000,,,,-197684000.000,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,17445000.000,,,,10895000.000,,,,13039000.000,,,,,,,,
DeferredTaxAssetsNetCurrent,7292000.000,,,17601000.000,16146000.000,14978000.000,10895000.000,9615000.000,9066000.000,9066000.000,13039000.000,12482000.000,12870000.000,12849000.000,,,,,
DeferredTaxAssetsOther,,,6493000.000,,,,3653000.000,,,,1894000.000,,,,2193000.000,,,,2112000.000
DeferredTaxAssetsStateTaxes,,,800000.000,,,,600000.000,,,,100000.000,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,13450000.000,,,,9118000.000,,,,16236000.000,,,,18915000.000,,,,21271000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,6833000.000,,,,8072000.000,,,,8423000.000,,,,8906000.000,,,,9916000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,9078000.000,,,,9093000.000,,,,10511000.000,,,,11843000.000,,,,10903000.000
DeferredTaxLiabilities,,,,,,,,,,,,,,,189763000.000,,,,182457000.000
DeferredTaxLiabilitiesFinancingArrangements,,,4294000.000,,,,3556000.000,,,,2879000.000,,,,1136000.000,,,,756000.000
DeferredTaxLiabilitiesNoncurrent,207525000.000,,218290000.000,218796000.000,218861000.000,216788000.000,214455000.000,212269000.000,211345000.000,208137000.000,210723000.000,207552000.000,205565000.000,205042000.000,189763000.000,186691000.000,186130000.000,183296000.000,182457000.000
DeferredTaxLiabilitiesOther,,,2747000.000,,,,2949000.000,,,,1946000.000,,,,2555000.000,,,,3140000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,232661000.000,,,,230322000.000,,,,233147000.000,,,,231500000.000,,,,226672000.000
DerivativeFixedInterestRate,0.025,0.025,0.025,,,,0.025,,,,,,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,5122000.000,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,7753000.000,11643000.000,14066000.000,17620000.000,21219000.000,25052000.000,29219000.000,36067000.000,40509000.000,45165000.000,46882000.000,54301000.000,58975000.000,63646000.000,64522000.000,73001000.000,77633000.000,78234000.000,83144000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,14900000.000,14900000.000,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,14400000.000,,,,16800000.000,,,,17700000.000,,,,17679000.000,,,,18900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,14600000.000,14600000.000,14900000.000,,,,17200000.000,,,,18200000.000,,,,18081000.000,,,,19125000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,14600000.000,14600000.000,14600000.000,,,,17100000.000,,,,18000000.000,,,,18214000.000,,,,18882000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,14600000.000,14600000.000,14600000.000,,,,16800000.000,,,,17900000.000,,,,18037000.000,,,,19015000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,14400000.000,14400000.000,14600000.000,,,,16800000.000,,,,17700000.000,,,,17929000.000,,,,18940000.000
FiniteLivedIntangibleAssetsGross,632990000.000,633374000.000,633529000.000,633779000.000,633944000.000,646005000.000,667610000.000,,,,685757000.000,,,,685570000.000,,,702564000.000,702564000.000
FiniteLivedIntangibleAssetsNet,625997000.000,622854000.000,619463000.000,616159000.000,612725000.000,620953000.000,638391000.000,635808000.000,631401000.000,643445000.000,638875000.000,634419000.000,629770000.000,625109000.000,621048000.000,617064000.000,611878000.000,624330000.000,619420000.000
Goodwill,290489000.000,290508000.000,290502000.000,290502000.000,290502000.000,292230000.000,292623000.000,292638000.000,292638000.000,294563000.000,294626000.000,294626000.000,294626000.000,294626000.000,294626000.000,294626000.000,294626000.000,296126000.000,296126000.000
IncomeTaxesReceivable,,,,0.000,0.000,550000.000,0.000,,,,2606000.000,0.000,0.000,3404000.000,3016000.000,1181000.000,498000.000,1773000.000,1163000.000
IndefiniteLivedFranchiseRights,,,,,,,640151000.000,,,,639045000.000,,,,620518000.000,,,,618321000.000
InterestPayableCurrent,,,,7325000.000,11981000.000,4944000.000,9641000.000,6088000.000,10322000.000,5396000.000,13065000.000,5187000.000,11411000.000,6402000.000,11436000.000,6078000.000,12186000.000,7134000.000,12041000.000
InventoryNet,,,,7849000.000,7801000.000,8388000.000,8255000.000,8824000.000,9187000.000,10503000.000,10591000.000,9767000.000,10432000.000,10051000.000,10067000.000,9563000.000,9710000.000,10156000.000,10061000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LettersOfCreditOutstandingAmount,27700000.000,17700000.000,18900000.000,,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,1180669000.000,,,1187653000.000,1199224000.000,1196744000.000,1205112000.000,1190393000.000,1233323000.000,1229622000.000,1236355000.000,1236805000.000,1236793000.000,1234608000.000,1220790000.000,1217354000.000,1219863000.000,1220624000.000,1217135000.000
LiabilitiesCurrent,109478000.000,,,92028000.000,107273000.000,102636000.000,105068000.000,97115000.000,104216000.000,105093000.000,107141000.000,107549000.000,110502000.000,110826000.000,108196000.000,108234000.000,110522000.000,116336000.000,113047000.000
LiabilitiesNoncurrent,,,,846910000.000,835148000.000,834743000.000,834831000.000,825109000.000,862372000.000,857432000.000,862189000.000,857256000.000,854219000.000,853826000.000,838905000.000,827772000.000,826722000.000,823723000.000,819291000.000
LiabilityForClaimsAndClaimsAdjustmentExpense,,,,,,,,,,,30700000.000,,,,34000000.000,,,,30500000.000
LiabilityForUncertainTaxPositionsNoncurrent,,500000.000,,,,,,,,,,,,,,,,,
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross,,,26100000.000,,,,26600000.000,,,,,,,,,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,110000000.000,110000000.000,110000000.000,110000000.000,,110000000.000,110000000.000,110000000.000,,110000000.000,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,0.052,0.052,,,,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,10000000.000,,,,,,,,,,110000000.000,110000000.000,
LongTermDebt,565000000.000,564063000.000,558125000.000,558125000.000,558125000.000,558125000.000,565125000.000,557500000.000,596460000.000,595421000.000,595421000.000,593342000.000,592302000.000,592302000.000,591263000.000,580915000.000,578414000.000,579199000.000,579985000.000
LongTermDebtCurrent,3750000.000,-3750000.000,0.000,0.000,625000.000,1563000.000,3438000.000,3750000.000,4158000.000,4158000.000,4158000.000,4158000.000,4158000.000,4158000.000,4158000.000,4326000.000,1911000.000,2950000.000,3990000.000
LongTermDebtFairValue,578313000.000,593468000.000,,,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,544375000.000,,,,190000000.000,,,,190000000.000,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,0.000,,,,3438000.000,,,,4158000.000,,,,4158000.000,,,,3990000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,3750000.000,,,,353437000.000,,,,388789000.000,,,,190000000.000,,,,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,3750000.000,,,,10750000.000,,,,4158000.000,,,,388789000.000,,,,190000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,3750000.000,,,,3750000.000,,,,4158000.000,,,,4158000.000,,,,388788000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,2500000.000,,,,3750000.000,,,,4158000.000,,,,4158000.000,,,,4158000.000
LongTermDebtNoncurrent,561250000.000,560313000.000,558125000.000,558125000.000,557500000.000,556562000.000,561687000.000,553750000.000,592302000.000,591263000.000,591263000.000,589184000.000,588144000.000,588144000.000,587105000.000,576589000.000,576503000.000,576249000.000,575995000.000
MembersEquity,232438000.000,,,248715000.000,256803000.000,259365000.000,265213000.000,268169000.000,266735000.000,267097000.000,267025000.000,272000000.000,272072000.000,269956000.000,273689000.000,281348000.000,282619000.000,280565000.000,284797000.000
OperatingLeasesFutureMinimumPaymentsDue,,,243355000.000,,,,366310000.000,,,,497395000.000,,,,471645000.000,,,,555054000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,47656000.000,,,,56581000.000,,,,61512000.000,,,,61376000.000,,,,65344000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,21822000.000,,,,27911000.000,,,,35326000.000,,,,35260000.000,,,,38619000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,30916000.000,,,,33508000.000,,,,42505000.000,,,,39923000.000,,,,45124000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,37786000.000,,,,43809000.000,,,,47384000.000,,,,49165000.000,,,,50862000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,43450000.000,,,,51523000.000,,,,55437000.000,,,,54925000.000,,,,60467000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,61725000.000,,,,152979000.000,,,,255231000.000,,,,230996000.000,,,,294638000.000
OtherAccruedLiabilitiesCurrent,31585000.000,27946000.000,18796000.000,20862000.000,17737000.000,20646000.000,14138000.000,16644000.000,18737000.000,14100000.000,21884000.000,20405000.000,17043000.000,19669000.000,19920000.000,19143000.000,24398000.000,17746000.000,23069000.000
OtherAssetsNoncurrent,50842000.000,,,45792000.000,44563000.000,45912000.000,45284000.000,44933000.000,44393000.000,43753000.000,42652000.000,41543000.000,39398000.000,37634000.000,39063000.000,29295000.000,28001000.000,29197000.000,28773000.000
OtherLiabilitiesNoncurrent,66228000.000,,,53593000.000,42440000.000,44327000.000,42681000.000,43068000.000,41709000.000,40186000.000,41229000.000,41308000.000,41212000.000,40356000.000,40834000.000,42829000.000,42186000.000,42060000.000,42023000.000
PartnersCapital,,,,248715000.000,256803000.000,259365000.000,265213000.000,268169000.000,266735000.000,267097000.000,267025000.000,272000000.000,272072000.000,269956000.000,273689000.000,281348000.000,282619000.000,280565000.000,284797000.000
PropertyPlantAndEquipmentGross,,,182748000.000,,,,245845000.000,,,,317106000.000,,,,367461000.000,,,,430755000.000
PropertyPlantAndEquipmentNet,141347000.000,,143625000.000,143588000.000,145461000.000,155552000.000,169950000.000,176824000.000,180617000.000,196611000.000,198122000.000,199149000.000,198404000.000,204355000.000,203468000.000,204495000.000,206410000.000,230599000.000,229547000.000
RealEstateHeldforsale,,,,,,,,,,5596000.000,5571000.000,5511000.000,5479000.000,3548000.000,2904000.000,2905000.000,2257000.000,2615000.000,1530000.000
SalesAndExciseTaxPayableCurrent,,,4959000.000,4665000.000,4489000.000,4335000.000,6379000.000,5366000.000,4235000.000,4889000.000,4978000.000,5157000.000,4683000.000,4963000.000,5648000.000,5606000.000,5224000.000,5271000.000,5516000.000
SelfInsuranceReserve,,,8500000.000,,,,8900000.000,,,,9100000.000,,,,8200000.000,,,,7500000.000
SeniorNotes,190000000.000,190000000.000,190000000.000,,,,,,,,,,,,,,,,
