,2011-03-04,2011-06-03,2011-09-02,2011-12-02,2012-03-02,2012-06-01,2012-08-31,2012-11-30,2013-03-01,2013-05-31,2013-08-30,2013-11-29,2014-02-28,2014-05-30,2014-08-29,2014-11-28,2015-02-27,2015-05-29,2015-08-28,2015-11-27,2016-03-04,2016-06-03
AccountsPayableCurrent,7561271.000,6323448.000,7173461.000,6673695.000,5615632.000,6025465.000,5572762.000,5347119.000,4260373.000,4809066.000,5626374.000,6484731.000,5301163.000,3719102.000,3656847.000,4164279.000,4333165.000,4049333.000,3816518.000,3799854.000,2783703.000,4235488.000
AccountsReceivableGrossCurrent,,9881352.000,,,,10349946.000,,,,10363221.000,,,,11333609.000,,,,11129302.000,,,,10456553.000
AccountsReceivableNetCurrent,9764095.000,,10702054.000,10319437.000,10846695.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,14552.000,,,,,,418872.000,647993.000,510449.000,53475.000,623323.000,444369.000,,378659.000,476307.000,115929.000,,,78678.000,465782.000,137770.000,
AccruedLiabilitiesCurrent,,,,,,4472079.000,4913977.000,4432589.000,4496318.000,5427017.000,5833784.000,4630596.000,5693706.000,5953171.000,5659315.000,4903601.000,4508132.000,5021286.000,5170237.000,4694019.000,3965970.000,5158236.000
AccruedSalariesCurrent,,,,,,414270.000,,,,463967.000,,,,956839.000,,,,483803.000,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,2801045.000,2846592.000,2440390.000,2379266.000
AccruedVacationCurrent,,,,,,1365648.000,,,,1419726.000,,,,1465871.000,,,,1253957.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,60121353.000,,,,62788133.000,,,,65927389.000,,,,69502854.000,,,,72880525.000,,,,76156389.000
AdditionalPaidInCapitalCommonStock,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6497954.000,6552973.000,6635502.000,6710298.000,6768661.000,6805984.000
AllowanceForDoubtfulAccountsReceivableCurrent,,70000.000,,,,70000.000,,,,70000.000,,,,70000.000,,,,70000.000,,,,160000.000
Assets,44331890.000,48120906.000,49255095.000,49024645.000,48197438.000,48753626.000,48227016.000,47926475.000,48009877.000,47756479.000,49789654.000,49180710.000,48181760.000,47480266.000,47371013.000,46405059.000,45833389.000,46545055.000,45227096.000,44618564.000,44367026.000,43084906.000
AssetsCurrent,17761093.000,21240151.000,22296754.000,21519155.000,20543064.000,20046637.000,19753040.000,19754672.000,19448504.000,18323634.000,20908673.000,20919435.000,19412401.000,19998826.000,20803247.000,20272007.000,18872748.000,20453123.000,19959841.000,20142278.000,20441927.000,19694341.000
AssetsNoncurrent,,2234337.000,,,,2209399.000,,,,2337791.000,,,,1810096.000,,,,1603454.000,,,,1355962.000
BankOverdrafts,,998386.000,,,,1710417.000,1148520.000,1491443.000,1626176.000,1442915.000,1166056.000,1769131.000,2157364.000,1971076.000,2136250.000,1928533.000,1718316.000,1068745.000,1229408.000,1522192.000,2461537.000,0.000
BuildingsAndImprovementsGross,,18305416.000,,,,18323373.000,,,,18793928.000,,,,18804228.000,,,,18787967.000,,,,19012206.000
CapitalLeaseObligations,,,,,,49216.000,,,,35823.000,,,,0.000,,,,,93357.000,85461.000,77500.000,208412.000
CapitalLeaseObligationsCurrent,,,,,,13393.000,,,,35823.000,,,,0.000,,,,,31974.000,32235.000,32497.000,56203.000
CapitalLeaseObligationsNoncurrent,,,,,,35823.000,,,,0.000,,,,0.000,,,,,61383.000,53226.000,45003.000,152209.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,,,,,56203.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,,,,,,,30844.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,,,,,,,30830.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,,,,,31009.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,,,,,59526.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,,,,,,,0.000
CashAndCashEquivalentsAtCarryingValue,458269.000,2721638.000,2052393.000,1639785.000,1475817.000,1893816.000,740524.000,847994.000,782959.000,757111.000,878733.000,1340382.000,1006665.000,1160630.000,1451432.000,2183093.000,945440.000,1159449.000,1329187.000,2505700.000,1538052.000,1993854.000
CashSurrenderValueOfLifeInsurance,,934844.000,,,,758667.000,,,,695761.000,,,,602353.000,,,,630259.000,,,,438429.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,,,,,,,,440000.000
CommonStockParOrStatedValuePerShare,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
CommonStockSharesAuthorized,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000,13828793.000
CommonStockValue,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000,9219195.000
ContractualObligationDueAfterFifthYear,,,,,,,,,,,,,,,,,,,,,,22212.000
ContractualObligationDueInFifthYear,,,,,,,,,,,,,,,,,,,,,,3231981.000
ContractualObligationDueInFourthYear,,,,,,,,,,,,,,,,,,,,,,1061092.000
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,,,,,,,,,,,,9763952.000
ContractualObligationDueInSecondYear,,,,,,,,,,,,,,,,,,,,,,1565613.000
ContractualObligationDueInThirdYear,,,,,,,,,,,,,,,,,,,,,,1440167.000
DebtAndCapitalLeaseObligations,,,,,,6064983.000,,,,5707063.000,,,,5314212.000,,,,7012717.000,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,,,1965213.000,,,
DeferredAdvertisingCosts,,,,,,,1063125.000,708750.000,394551.000,,1063125.000,708750.000,354375.000,,,151234.000,174184.000,,,,,
DeferredIncomeTaxLiabilities,,,,,,4117674.000,,,,3948499.000,,,,3805221.000,,,,3856793.000,,,,
DeferredTaxAssetsGross,,,,,,1223551.000,,,,1240315.000,,,,1395504.000,,,,1139433.000,,,,
DeferredTaxAssetsInventory,,,,,,72937.000,,,,65515.000,,,,96923.000,,,,80430.000,,,,64399.000
DeferredTaxAssetsLiabilitiesNet,,,,,,-2894123.000,,,,-2708184.000,,,,-2409717.000,,,,-2717360.000,,,,-2632762.000
DeferredTaxAssetsNet,,,,,,1223551.000,,,,1240315.000,,,,1395504.000,,,,1139433.000,,,,
DeferredTaxAssetsNetCurrent,580154.000,633370.000,633370.000,633370.000,633370.000,615182.000,615182.000,615182.000,615182.000,596267.000,596267.000,596267.000,596267.000,559672.000,559672.000,559672.000,559672.000,1139433.000,1139433.000,1139433.000,1139433.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,518946.000,,,,539495.000,,,,557032.000,,,,476504.000,,,,480519.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,486108.000,,,,467194.000,,,,430599.000,,,,390651.000,,,,502070.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,26600.000,,,,26600.000,,,,26600.000,,,,26600.000,,,,60800.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,118960.000,,,,141511.000,,,,284350.000,,,,165248.000,,,,187312.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,0.000,,,,0.000,,,,
DeferredTaxLiabilitiesNoncurrent,1586833.000,2969917.000,2969917.000,2969917.000,2969917.000,3509305.000,3509305.000,3509305.000,3509305.000,3304451.000,3304451.000,3304451.000,3304451.000,2969389.000,2969389.000,2969389.000,2969389.000,3856793.000,3856793.000,3856793.000,3856793.000,2632762.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,86405.000,,,,80570.000,,,,104337.000,,,,76522.000,,,,59511.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,4031269.000,,,,3867929.000,,,,3700884.000,,,,3780271.000,,,,3868351.000
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,,,,,,1279233.000,,,,1229459.000,,,,,,,,,,,,
DefinedBenefitPensionPlanLiabilitiesCurrent,,167662.000,,,,181578.000,185234.000,188963.000,192768.000,196649.000,200608.000,204647.000,208767.000,212970.000,187058.000,160624.000,133657.000,106148.000,108285.000,110465.000,112689.000,114958.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,1211895.000,,,,1097655.000,1067061.000,1035852.000,1003818.000,1032810.000,1001790.000,970146.000,937864.000,920184.000,917288.000,914334.000,911321.000,921882.000,923492.000,920814.000,913586.000,920440.000
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,,,,,,,,,,,,,,,,0.037
DefinedBenefitPlanBenefitObligation,,,,,,1279233.000,,,,1229459.000,,,,1133154.000,,,,1028030.000,,,,1035398.000
DepositContractsAssets,,,,,,82959.000,82959.000,82959.000,82959.000,82959.000,82959.000,82959.000,82959.000,58548.000,48548.000,48548.000,48548.000,48548.000,48548.000,48548.000,48548.000,48548.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,5170237.000,4694019.000,3965970.000,5158236.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,,,,,,,,,,63570.000
IncomeTaxesReceivable,,865467.000,475709.000,439313.000,112708.000,59894.000,,,,,,,220665.000,,129359.000,,61150.000,476154.000,0.000,0.000,0.000,22473.000
InventoryFinishedGoods,3407243.000,3398898.000,3818900.000,3789410.000,3515944.000,3463169.000,3750363.000,3438326.000,3498367.000,3083272.000,4074475.000,3793344.000,3468493.000,3536326.000,3808838.000,3563072.000,3302870.000,3460800.000,3476241.000,3783872.000,3892028.000,3754450.000
InventoryNet,4771014.000,4995629.000,5434987.000,5999123.000,5325760.000,5156798.000,5303627.000,5831809.000,5411974.000,4955813.000,6232187.000,5751019.000,5227247.000,5659639.000,6395885.000,5349873.000,5181534.000,5242197.000,5474929.000,5409624.000,5781038.000,5735110.000
InventoryRawMaterials,,1596731.000,,,,1693629.000,,,,1872541.000,,,,2123313.000,,,,1781397.000,,,,
InventoryRawMaterialsAndSupplies,1363771.000,,1616087.000,2209713.000,1809816.000,,1553264.000,2393483.000,1913607.000,,2157712.000,1957675.000,1758754.000,,2587047.000,1786801.000,1878664.000,,1998688.000,1625752.000,1889010.000,1980660.000
Land,,2793593.000,,,,2769499.000,,,,2769499.000,,,,2769499.000,,,,2769499.000,,,,2769499.000
LettersOfCreditOutstandingAmount,,,,,,1900000.000,1900000.000,1900000.000,1900000.000,1900000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1850000.000,1925000.000,1925000.000
LiabilitiesAndStockholdersEquity,44331890.000,48120906.000,49255095.000,49024645.000,48197438.000,48753626.000,48227016.000,47926475.000,48009877.000,47756479.000,49789654.000,49180710.000,48181760.000,47480266.000,47371013.000,46405059.000,45833389.000,46545055.000,45227096.000,44618564.000,44367026.000,43084906.000
LiabilitiesCurrent,15254607.000,14216457.000,15133975.000,15153892.000,14002881.000,14041158.000,13332801.000,13086563.000,13216091.000,14047261.000,15797456.000,15652813.000,15707159.000,15133468.000,14720750.000,14179207.000,14248361.000,13868193.000,12072447.000,11439431.000,11050347.000,10402110.000
LiabilitiesNoncurrent,6030914.000,10246795.000,10130606.000,9794862.000,9892413.000,10314022.000,10192341.000,10069348.000,9918066.000,9651474.000,9529571.000,9405720.000,9279922.000,8833806.000,8736690.000,8638197.000,10295871.000,10992188.000,10850716.000,10581950.000,10307776.000,9056468.000
LineOfCreditFacilityAmountOutstanding,,,,,,1293698.000,732283.000,614075.000,1736955.000,1725289.000,1954666.000,1726937.000,,,,,,,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,,0.035,0.035,0.035,0.035,0.033,0.033,0.035,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0.035
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,1706302.000,2267717.000,2385925.000,1263045.000,1274711.000,1045334.000,1273063.000,1020512.000,471489.000,768344.000,470408.000,237241.000,176523.000,2168831.000,3000000.000,2266197.000,3000000.000
LinesOfCreditCurrent,2266431.000,1777567.000,1485580.000,1378206.000,1955004.000,1293698.000,732283.000,614075.000,1736955.000,1725289.000,1954666.000,1726937.000,1979488.000,2528511.000,2231656.000,2529592.000,2762759.000,2823477.000,831169.000,0.000,733803.000,0.000
LongTermDebtAndCapitalLeaseObligations,,,,,,5707062.000,,,,5314213.000,5223330.000,5131123.000,5037607.000,4944233.000,4850013.000,4754474.000,6415161.000,6213513.000,6009048.000,5751117.000,,
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,357921.000,,,,392850.000,392645.000,392402.000,366671.000,369979.000,373317.000,376649.000,792332.000,799204.000,806178.000,814884.000,,
LongTermDebtCurrent,361324.000,344791.000,347905.000,568629.000,354717.000,,,,,,,,,,,,,,,,,
LongTermDebtFairValue,,,,,,,,,,,,,,,,,,,,,,6153000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,,,,,,,,,,,,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,,,,,,,,,,,,837225.000
