,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,5000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,2000000.000,,,,,,,,,,,,,,,,1000000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,700000.000,700000.000,,600000.000,1600000.000,2400000.000,-3300000.000,1200000.000,2200000.000,1900000.000,-3500000.000,1800000.000,3100000.000,3400000.000,-5300000.000,3500000.000,3800000.000,3600000.000,-7500000.000,3300000.000,3300000.000,2900000.000,-6500000.000
AssetImpairmentCharges,,,,,,,,,,,0.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2000000.000,,,,-129000000.000,,,,-149000000.000,,,,-110000000.000,,,,-212000000.000,,,,-59000000.000,,,
CommonStockDividendsPerShareDeclared,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.130,0.000,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
ComprehensiveIncomeNetOfTax,111000000.000,96000000.000,173000000.000,-10000000.000,97000000.000,95000000.000,-71000000.000,-39000000.000,87000000.000,51000000.000,44000000.000,-83000000.000,-26000000.000,14000000.000,-13000000.000,-1373000000.000,-2000000.000,68000000.000,51000000.000,131000000.000,65000000.000,47000000.000,-47000000.000,-345000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,12000000.000,27000000.000,7000000.000,13000000.000,8000000.000,8000000.000,20000000.000,22000000.000,9000000.000,26000000.000,65000000.000,6000000.000,23000000.000,16000000.000,16000000.000,11000000.000,7000000.000,7000000.000,6000000.000,5000000.000,2000000.000,1000000.000,5000000.000,2000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,123000000.000,123000000.000,180000000.000,3000000.000,105000000.000,103000000.000,-51000000.000,-17000000.000,96000000.000,77000000.000,109000000.000,-77000000.000,-3000000.000,30000000.000,3000000.000,-1362000000.000,5000000.000,75000000.000,57000000.000,136000000.000,67000000.000,48000000.000,-42000000.000,-343000000.000
ContractsRevenue,,2416000000.000,2364000000.000,,1964000000.000,2029000000.000,1949000000.000,1828000000.000,1829000000.000,1950000000.000,1780000000.000,1724000000.000,1633000000.000,1659000000.000,1657000000.000,1417000000.000,1436000000.000,1381000000.000,1199000000.000,1080000000.000,996000000.000,1009000000.000,1073000000.000,1190000000.000
CostOfServices,2134000000.000,2231000000.000,2188000000.000,1910000000.000,1838000000.000,1879000000.000,1767000000.000,1768000000.000,1673000000.000,1810000000.000,1579000000.000,1640000000.000,1594000000.000,1631000000.000,1627000000.000,1579000000.000,1366000000.000,1307000000.000,1112000000.000,986000000.000,928000000.000,935000000.000,1109000000.000,1184000000.000
CostsAndExpenses,2177000000.000,2288000000.000,2249000000.000,1960000000.000,1889000000.000,1933000000.000,2003000000.000,1797000000.000,1726000000.000,1873000000.000,1645000000.000,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,9000000.000,,,,25000000.000,,,,81000000.000,,,,6000000.000,,,,0.000,,,,2000000.000,,,
DeferredOtherTaxExpenseBenefit,,,24000000.000,,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,17000000.000,,,,16000000.000,,,,15000000.000,,,,18000000.000,,,,11000000.000,,,,9000000.000,,,
DividendsCommonStock,8000000.000,,,,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,,,7000000.000,,,,,,,,12000000.000,,,,12000000.000,,,,11000000.000,,,
EarningsPerShareBasic,0.690,0.650,1.230,0.610,0.610,0.700,-0.550,0.210,0.590,0.610,0.160,0.190,-0.290,-0.060,0.210,-8.520,0.300,0.430,0.380,0.290,0.300,0.320,-0.440,-0.610
EarningsPerShareDiluted,0.690,0.650,1.220,0.600,0.610,0.700,-0.550,0.210,0.590,0.610,0.160,0.180,-0.290,-0.060,0.210,-8.520,0.300,0.430,0.380,0.290,0.300,0.320,-0.440,-0.610
EffectOfExchangeRateOnCashAndCashEquivalents,13000000.000,,,,8000000.000,,,,-21000000.000,,,,6000000.000,,,,-28000000.000,,,,5000000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,0.240,,,0.090,0.140,,,0.230,0.120,0.460,-0.516,0.236,,-0.023,,0.270,0.250,0.240,-0.480,0.250,0.330,0.170,1.800
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,0.350,0.350,-0.700,,,0.350,,0.350,,,,0.350,,,,0.350,,,
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,,,,,,,,,-0.046,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,,,-0.058,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,,,,,,,,,,,,,,-0.080,,,,-0.090,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,,,0.020,,,,0.014,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,,,,,,,,,,,,,0.057,,,,-0.060,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,,,,,,,0.002,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,9000000.000,,,,12000000.000,,,,41000000.000,,,,19000000.000,,,,37000000.000,,,,20000000.000,,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,,,,,,,,,,154000000.000,174000000.000,175000000.000,156000000.000,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,,,,,,,,80000000.000,126000000.000,101000000.000,112000000.000,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,,,,,,,,1236000000.000,1372000000.000,1728000000.000,2103000000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1000000.000,,,,2000000.000,,,,0.000,,,,1000000.000,,,,0.000,,,,1000000.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,1000000.000,2000000.000,1000000.000,-1000000.000,-1000000.000,3000000.000,-2000000.000,-2000000.000,-4000000.000,4000000.000,-2000000.000,2000000.000,-7000000.000,-4000000.000,7000000.000,,,,,,,,,
GainLossOnDispositionOfAssets,1000000.000,1000000.000,,,4000000.000,-2000000.000,0.000,30000000.000,-1000000.000,0.000,0.000,3000000.000,0.000,8000000.000,0.000,-1000000.000,,28000000.000,6000000.000,,4000000.000,2000000.000,0.000,1000000.000
GeneralAndAdministrativeExpense,44000000.000,58000000.000,61000000.000,51000000.000,55000000.000,52000000.000,56000000.000,59000000.000,52000000.000,63000000.000,66000000.000,68000000.000,60000000.000,60000000.000,58000000.000,61000000.000,39000000.000,42000000.000,38000000.000,36000000.000,34000000.000,34000000.000,43000000.000,32000000.000
GoodwillImpairmentLoss,,,,,,,178000000.000,,,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,39000000.000,28000000.000,30000000.000,-162000000.000,70000000.000,74000000.000,87000000.000,94000000.000,68000000.000,74000000.000,-36000000.000,6000000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,2000000.000,,,,,,,,,,,,,,,,,
