,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableCurrent,15821.000,18235.000,30873.000,20072.000,15001.000,5606.000,12015.000,4566.000,8433.000,9315.000,5262.000,4390.000
AdditionalPaidInCapital,497425.000,497425.000,497425.000,497425.000,497425.000,497425.000,497425.000,497425.000,497425.000,497425.000,522175.000,522175.000
AssetsCurrent,,,0.000,0.000,0.000,0.000,0.000,0.000,5886.000,0.000,25000.000,13988.000
Cash,,,0.000,0.000,0.000,0.000,0.000,0.000,5886.000,0.000,25000.000,13988.000
CashAndCashEquivalentsAtCarryingValue,,,0.000,0.000,0.000,0.000,0.000,0.000,5886.000,0.000,25000.000,13988.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,11300000.000,11300000.000,11300000.000,11300000.000,45200000.000,45200000.000,45200000.000,45200000.000,45200000.000,45200000.000,46200000.000,46200000.000
CommonStockSharesOutstanding,11300000.000,11300000.000,11300000.000,11300000.000,45200000.000,45200000.000,45200000.000,45200000.000,45200000.000,45200000.000,46200000.000,46200000.000
CommonStockValue,11300.000,11300.000,11300.000,11300.000,11300.000,11300.000,11300.000,11300.000,11300.000,11300.000,11550.000,11550.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,554417.000,563035.000,575673.000,579627.000,584190.000,592770.000,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,50939.000,59139.000,73006.000,83876.000,88519.000,101284.000,101284.000
DueToRelatedPartiesCurrent,6000.000,0.000,8575.000,23330.000,0.000,,,,,,,
Liabilities,45692.000,54310.000,66948.000,70902.000,75465.000,84045.000,98654.000,105072.000,119809.000,125334.000,134046.000,133174.000
LiabilitiesAndStockholdersEquity,,,0.000,0.000,0.000,0.000,0.000,0.000,5886.000,0.000,25000.000,13988.000
LiabilitiesCurrent,18192.000,26810.000,39448.000,43402.000,47965.000,56545.000,71154.000,77572.000,92309.000,97834.000,106546.000,105674.000
LoansPayable,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000,27500.000
LoansPayableCurrent,27500.000,27500.000,27500.000,27500.000,27500.000,,,,,,,
LongTermLoansPayable,,,,,,27500.000,27500.000,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,-607379.000,-613797.000,-622648.000,-634059.000,-642771.000,-652911.000
StockholdersEquity,-45692.000,-54310.000,-66948.000,-70902.000,-75465.000,-84045.000,-98654.000,-105072.000,-113923.000,-125334.000,-109046.000,-119186.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-66948.000,-70902.000,-75465.000,-84045.000,-98654.000,-105072.000,-113923.000,-125334.000,-109046.000,-119186.000
