,2012-03-31,2012-06-30,2012-09-30
BusinessCombinationAcquisitionRelatedCosts,-16235.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-53746.000,,
CommonStockDividendsPerShareDeclared,0.000,,
DebtConversionConvertedInstrumentAmount1,490500.000,,
DebtInstrumentConvertibleInterestExpense,,3056.000,3056.000
DepreciationDepletionAndAmortization,1012.000,,
EarningsPerShareBasic,,0.000,
EarningsPerShareBasicAndDiluted,0.000,,0.000
EarningsPerShareDiluted,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-16302.000,89584.000,19466.000
IncomeTaxExpenseBenefit,-5543.000,-107976.000,21505.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,108100.000,,
IncreaseDecreaseInAccountsReceivable,-33223.000,,
IncreaseDecreaseInDeferredRevenue,-38058.000,,
IncreaseDecreaseInMaterialsAndSupplies,106907.000,,
InformationTechnologyAndDataProcessing,49491.000,66694.000,45916.000
InterestExpense,-7142.000,-6200.000,-3788.000
InterestExpenseDebt,,2181.000,2237.000
InterestExpenseRelatedParty,,2408.000,136.000
InterestPaid,0.000,,
LaborAndRelatedExpense,303829.000,483831.000,502045.000
NetCashProvidedByUsedInFinancingActivities,-34500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-34500.000,,
NetCashProvidedByUsedInInvestingActivities,-5857.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5857.000,,
NetCashProvidedByUsedInOperatingActivities,-13389.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13389.000,,
NetIncomeLoss,-10759.000,197560.000,-2039.000
NonoperatingIncomeExpense,23377.000,,
OperatingExpenses,1431111.000,3181224.000,3664801.000
OperatingIncomeLoss,7075.000,95784.000,23254.000
OtherGeneralExpense,90940.000,96262.000,122858.000
PaymentsOfDividendsCommonStock,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,5857.000,,
PostageExpense,952231.000,2455602.000,2949305.000
ProceedsFromConvertibleDebt,0.000,,
ProceedsFromLinesOfCredit,0.000,,
ProfessionalFees,34620.000,78835.000,44677.000
ProvisionForDoubtfulAccounts,0.000,,
RepaymentsOfNotesPayable,34500.000,,
Revenues,1438186.000,3277008.000,3688055.000
SalesRevenueNet,1438186.000,3277008.000,3688055.000
WeightedAverageNumberOfDilutedSharesOutstanding,,50000000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,50000000.000
WeightedAverageNumberOfSharesOutstandingBasic,,50000000.000,
