,2012-03-31,2012-09-30,2013-09-30,2014-03-31,2014-09-30,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,417314.000,,,,,,
CashPeriodIncreaseDecrease,,14848.000,73757.000,,,,,,,,2910.000,,
CostOfGoodsSold,,,,,,,60629.000,1408162.000,1159242.000,330730.000,16488.000,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfBusiness,,,,,,,,,,,,,706076.000
GrossProfit,,,44727.000,,,,13273.000,52772.000,-96326.000,245788.000,9888.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayable,,,,,,,5575.000,,,,3300.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,120000.000,,,,,,
IncreaseDecreaseInDueToOfficersAndStockholders,,-29756.000,12000.000,,57692.000,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,750.000,,,,,,,,
IncreaseDecreaseInInventories,,,,,,,109545.000,,,,,,
IncreaseDecreaseInOtherAccountsPayable,,144.000,,,90000.000,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,-299.000,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,10351.000,,,,,,15223.000,,
IncreaseDecreaseInOtherDeferredLiability,,,,,,,27693.000,,,,,,
InterestExpense,-33.000,154.000,-1564.000,,,,,,,,,,
InterestExpenseRelatedParty,,,,,,,9634.000,-15225.000,-15058.000,-34326.000,-15223.000,,
LeaseAndRentalExpense,,,,,,,147692.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,56700.000,83811.000,,,,534977.000,,,,49250.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,56700.000,83811.000,,,,534977.000,,,,49250.000,,
NetCashProvidedByUsedInInvestingActivities,,-250.000,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-250.000,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-41854.000,-10054.000,,,,-117663.000,,,,-46340.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-41854.000,-10054.000,,,,-117663.000,,,,-46340.000,,
NetIncomeLoss,4450.000,-11493.000,-22054.000,,-158793.000,,-693021.000,,-274849.000,,-57967.000,-860699.000,0.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,-3415.000,-4673.000,-1854.000,0.000,,,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-689606.000,-110317.000,-272995.000,-68035.000,-57967.000,-860699.000,
OperatingExpenses,4417.000,,,,,,,,,,,,
OperatingIncomeLoss,,,,,,,-683387.000,,,,,,
OtherNoncashExpense,,,,,,,6635.000,,,,,,
OtherSellingGeneralAndAdministrativeExpense,,,,,,,548968.000,,,,,,
PaymentsToAcquireOtherProductiveAssets,,-250.000,,,,,,,,,,,
PaymentsToSuppliers,,,,,,,,,,,7680.000,,
ProceedsFromLoans,,700.000,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,500000.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,34977.000,,,,,,
ProfitLoss,,,,,,,,,,,,,0.000
RelatedPartyCosts,,,,,147692.000,147692.000,,1476923.000,147692.000,,,,
RentalIncomeNonoperating,,,,,,,,30300.000,,,,,
Revenues,,,44727.000,,,,73902.000,1460934.000,1062916.000,576518.000,26376.000,,
SalesRevenueNet,,,44727.000,,,,73902.000,1460934.000,1062916.000,576518.000,26376.000,,
SellingGeneralAndAdministrativeExpense,,,,,,,548968.000,,,,,,
StockIssued1,,,,,,,500000.000,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,525000.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,20029119626.000,,,,,,20236021800.000
