,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AmortizationOfDebtDiscountPremium,66855.000,,,,88262.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,456.000,,,,-530.000,
CostOfRevenue,,-10642.000,3105.000,,2439.000,1481.000
DebtInstrumentConvertibleBeneficialConversionFeature,105000.000,,,,37026.000,
DepreciationDepletionAndAmortization,3445.000,,,,2574.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,
GainsLossesOnExtinguishmentOfDebt,,,0.000,,,
GeneralAndAdministrativeExpense,33203.000,17278.000,17144.000,16749.000,22194.000,299872.000
GrossProfit,,15226.000,6220.000,,9561.000,-1481.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,
IncomeTaxesPaid,0.000,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,27454.000,,,,59694.000,
IncreaseDecreaseInAccountsReceivable,-2276.000,,,,0.000,
IncreaseDecreaseInInventories,-2422.000,,,,2439.000,
InterestExpense,-81953.000,-129798.000,-129630.000,51400.000,-113897.000,116414.000
InterestPaid,0.000,,,,0.000,
NetCashProvidedByUsedInFinancingActivities,105000.000,,,,68000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,105000.000,,,,68000.000,
NetCashProvidedByUsedInOperatingActivities,-104544.000,,,,-68530.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-104544.000,,,,-68530.000,
NetIncomeLoss,-197600.000,-242657.000,-209911.000,-37513.000,-221499.000,
NonoperatingIncomeExpense,,,-129630.000,,,
OperatingExpenses,121642.000,128085.000,86501.000,70698.000,117163.000,388199.000
OperatingIncomeLoss,-115647.000,-112859.000,-80281.000,-88913.000,-107602.000,-389680.000
OtherExpenses,,-129798.000,,,,
OtherNonoperatingIncomeExpense,-81953.000,,,,,
ProceedsFromConvertibleDebt,105000.000,,,,68000.000,
ProfessionalFees,32555.000,76118.000,29882.000,18163.000,58505.000,51741.000
ProfitLoss,-197600.000,,,,-221499.000,-506094.000
Revenues,5995.000,25868.000,9325.000,-21097.000,12000.000,
SalariesAndWages,55884.000,34689.000,39475.000,35786.000,36464.000,36586.000
SalesRevenueNet,5995.000,25868.000,9325.000,-21097.000,12000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,265200000.000,289787049.000,291200000.000,-561896638.000,291200000.000,130134783.000
