,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AdjustmentForAmortization,965.000,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,250.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,2300000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-25330.000,,,,-328.000,,,,-59.000,,,,,,,,,,,,4403.000,
CurrentFederalTaxExpenseBenefit,,,0.000,,,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,,,,,,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,,-50000.000,,,,,,,,,,,,,,,
DebtInstrumentUnusedBorrowingCapacityFee,,,,,,,,,,,,,,,,,,,,,9000.000,
DepreciationAndAmortization,,,965.000,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,965.000,,,,250.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
ExplorationExpense,14753.000,3376.000,31014.000,-29399.000,0.000,0.000,,,,,,,,,,,,,,,,
FeesAndCommissionsTransferAgent,,,,,,,,,-1789.000,-2461.000,-1450.000,-2622.000,-717.000,-5925.000,,,-574.000,-4140.000,,,,
GainsLossesOnSalesOfAssets,,,,,,,,,,,74690.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,20673.000,12605.000,,,5907.000,2475.000,10589.000,1252.000,1076.000,958.000,1519.000,1457.000,,,,,,156.000,,,16.000,76.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-105666.000,-79590.000,-94829.000,-278380.000,-31799.000,-63770.000,-5531.000,-94036.000,-25498.000,-37268.000,3541.000,-121395.000,-38472.000,-45281.000,-34026.000,-23014.000,-32085.000,-8802.000,-8984.000,-10216.000,-8905.000,-20240.000
IncomeTaxesPaid,0.000,,,,0.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,,6433.000,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,10782.000,,,,-35743.000,,,,6123.000,,,,24724.000,,,,7774.000,,,,-1667.000,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,,,,300.000,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,1850.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,1500.000,,,,6249.000,,,,4216.000,,,,3961.000,,,,4166.000,,,,5975.000,
IncreaseDecreaseInPrepaidExpense,-12489.000,,,,0.000,,,,-817.000,,,,-67.000,,,,-2068.000,,,,,
IncreaseDecreaseInSecurityDeposits,50000.000,,,,15000.000,,,,,,,,,,,,,,,,,
InterestExpense,,,,,6249.000,-417.000,5951.000,-35302.000,12633.000,14682.000,12894.000,15193.000,13747.000,13856.000,10892.000,7416.000,6234.000,4572.000,4773.000,7387.000,5975.000,6268.000
InterestPaid,0.000,,,,0.000,,,,,,,,,,,,,,,,,
LegalFees,,,,,,,,,,,,,22258.000,25500.000,22500.000,7500.000,21277.000,,,,1718.000,8631.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,45000.000,,,,,,,,,,,,4300.000,,,,9000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,45000.000,,,,,,,,,,,,4300.000,,,,9000.000,
NetCashProvidedByUsedInInvestingActivities,50000.000,,,,15000.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,50000.000,,,,15000.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-75330.000,,,,-60328.000,,,,-59.000,,,,,,,,-4300.000,,,,-4597.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-75330.000,,,,-60328.000,,,,-59.000,,,,,,,,-4300.000,,,,-4597.000,
NetIncomeLoss,-105666.000,-79590.000,-94829.000,-278380.000,-31799.000,-63770.000,-5531.000,-94036.000,-25498.000,-37268.000,3541.000,-121395.000,-38472.000,-45281.000,-34026.000,-23014.000,-32085.000,-8802.000,-8984.000,-10216.000,-8905.000,-20240.000
NoninterestExpenseTransferAgentAndCustodianFees,,,,,,,,,,,,,,,634.000,,,,960.000,,1196.000,5265.000
NonoperatingIncomeExpense,,,,,,,,,-12633.000,-16349.000,61796.000,-88216.000,-13747.000,-13856.000,-10892.000,-7416.000,-6234.000,2278.000,-4773.000,-14237.000,-5975.000,-6268.000
OperatingExpenses,105666.000,79590.000,94829.000,274895.000,25550.000,63353.000,82230.000,38567.000,12865.000,20919.000,58255.000,33179.000,24725.000,31425.000,23134.000,15598.000,25851.000,11080.000,4211.000,-4021.000,2930.000,13972.000
OperatingIncomeLoss,,,,,-25550.000,-63353.000,-49580.000,-71217.000,-12865.000,-20919.000,-58255.000,-33179.000,-24725.000,-31425.000,-23134.000,-15598.000,-25851.000,-11080.000,-4211.000,4021.000,-2930.000,-13972.000
OtherAssetImpairmentCharges,0.000,0.000,0.000,232593.000,0.000,0.000,40000.000,,,,,,,,,,,,,,,
OtherCostAndExpenseOperating,0.000,1926.000,11207.000,-13133.000,,,,,,,,,,,,,,,,,,
OtherIncome,,,,,,,,,,,,,,,,,,6850.000,,,,
PaymentsToAcquireMineralRights,0.000,,,,0.000,,,,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,0.000,,,,0.000,,,,,,,,,,,,,,,,,
PaymentsToDevelopSoftware,0.000,,,,0.000,,,,,,,,,,,,,,,,,
PaymentsToMinorityShareholders,,,,,0.000,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,0.000,,,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,45000.000,,,,,,,,,,,,4000.000,,,,9000.000,
ProceedsFromRepaymentsOfNotesPayable,,,,,0.000,,,,,,,,,,,,,,,,,
ProfessionalFees,31804.000,31654.000,14298.000,33788.000,2143.000,45571.000,21641.000,21232.000,,,1500.000,,1750.000,,,,4000.000,6784.000,3251.000,3870.000,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,,17500.000,,,,0.000,,,,,,,,,,,,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,,,,429929.000,,,,,,,,,,,,,,,,,
RevenueMineralSales,0.000,0.000,0.000,0.000,0.000,0.000,32650.000,,,,,,,,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,-2750.000,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,9750.000,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,0.000,,,,,,,,,,,,,,,,,
StockRepurchasedAndRetiredDuringPeriodValue,,,,,0.000,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,55700000.000,,55700000.000,55700000.000,57247217.000,-112578050.000,58516467.000,59011545.000,60612768.000,-117954960.000,62369767.000,62806567.000,62808567.000,-125664334.000,62295733.000,62819882.000,62819882.000,-125235300.000,62892211.000,62892211.000
