,2012-01-28
AccretionExpense,62156.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,330432.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2045.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,138749178.000
DepreciationDepletionAndAmortization,5104424.000
EarningsPerShareBasicAndDiluted,-1.180
GainLossOnDispositionOfAssets,3808600.000
GeneralAndAdministrativeExpense,16474519.000
GrossProfit,46346110.000
ImpairmentOfLongLivedAssetsHeldForUse,1882725.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10957174.000
IncreaseDecreaseInAccountsPayable,4773607.000
IncreaseDecreaseInAccountsReceivable,-334208.000
IncreaseDecreaseInInventories,-1513318.000
IncreaseDecreaseInOtherOperatingAssets,-269821.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,154055.000
InterestExpense,1889277.000
InterestPaid,1762654.000
NetCashProvidedByUsedInFinancingActivities,1110911.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1110911.000
NetCashProvidedByUsedInInvestingActivities,1154845.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1154845.000
NetCashProvidedByUsedInOperatingActivities,-2263711.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2263711.000
NetIncomeLoss,-10957174.000
OperatingIncomeLoss,-9239378.000
OtherNonoperatingIncomeExpense,171481.000
PaymentsToAcquirePropertyPlantAndEquipment,2808743.000
ProceedsFromLinesOfCredit,1110911.000
ProceedsFromSaleOfPropertyPlantAndEquipment,3963588.000
SalesRevenueGoodsNet,185095288.000
SellingExpense,41036844.000
ShareBasedCompensation,330432.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,7.000
