,2011-07-31,2011-10-31,2012-01-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,21500000.000
CashPeriodIncreaseDecrease,,,,6.000,,,,-333.000
CostOfGoodsSold,,,,,,,,-46900.000
DerivativeGainLossOnDerivativeNet,,,,,,,,27990.000
EarningsPerShareBasic,,,,-0.000,-0.000,-0.000,-0.020,-0.000
GeneralAndAdministrativeExpense,,,,113230.000,121139.000,160307.000,11825.000,169295.000
GrossProfit,,,,,,,,26567.000
IncomeLossFromContinuingOperations,,,,,-95703.000,-83325.000,,-271316.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-13778.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,-97001.000,-95703.000,-83325.000,-713409.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.000,-0.000,,,,,
IncreaseDecreaseDueFromOtherRelatedParties,,,,,,,,-145701.000
IncreaseDecreaseInAccountsPayable,,,,24399.000,,,,172126.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,13778.000,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,-7783.000,,,,-7629.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,39177.000
IncreaseDecreaseInAccruedLiabilities,,,,88481.000,,,,
IncreaseDecreaseInRoyaltiesPayable,,,,,,,,19360.000
InterestExpense,,,,,,-21504.000,,-71614.000
LeaseAndRentalExpense,,,,11421.000,11523.000,11407.000,56910.000,23984.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,80000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,80000.000
NetCashProvidedByUsedInOperatingActivities,,,,6.000,,,,-80333.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,6.000,,,,-80333.000
NetIncomeLoss,-13778.000,-3605.000,-8984.000,-97001.000,,,,-271316.000
OperatingExpenses,13778.000,3605.000,8984.000,127482.000,136311.000,191103.000,299904.000,198279.000
OperatingIncomeLoss,-13778.000,-3605.000,-8984.000,-97001.000,-95703.000,-103733.000,-405926.000,-171712.000
OtherExpenses,,,,,,20408.000,,-99604.000
PaymentsForFees,,,6984.000,,,,,
ProceedsFromConvertibleDebt,,,,,,,,80000.000
ProfessionalFees,13778.000,3605.000,2000.000,2831.000,3649.000,19389.000,231169.000,5000.000
ProfitLoss,-13778.000,,,,,,,
SalesRevenueGoodsNet,,,,30481.000,40608.000,87370.000,-18041.000,73467.000
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,64200.000
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,56000000.000
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,39154.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,307500000.000,151629834.000,61500000.000,-464784629.000,61616854.000
