,2015-03-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-56859.000
CashAndCashEquivalentsPeriodIncreaseDecrease,96.000,47254.000
ComprehensiveIncomeNetOfTax,,-168915.000
Depreciation,,1307.000
DepreciationDepletionAndAmortization,,1307.000
EarningsPerShareBasic,,-0.000
EarningsPerShareBasicAndDiluted,-0.000,
EarningsPerShareDiluted,,-0.000
EffectiveIncomeTaxRateContinuingOperations,0.409,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.069,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,-39533.000
GeneralAndAdministrativeExpense,16301.000,26819.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-19386.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-168915.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-168915.000
IncreaseDecreaseInAccountsPayable,4840.000,-8427.000
IncreaseDecreaseInDerivativeLiabilities,,39533.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,2642.000,
IncreaseDecreaseInOperatingCapital,,6113.000
IncreaseDecreaseInOtherOperatingCapitalNet,,14540.000
InterestAndDebtExpense,,14540.000
InterestExpense,,14540.000
NetCashProvidedByUsedInFinancingActivities,12000.000,98000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,12000.000,98000.000
NetCashProvidedByUsedInOperatingActivities,-11904.000,-50746.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11904.000,-50746.000
NetIncomeLoss,-19386.000,-168915.000
NonoperatingIncomeExpense,,-110749.000
OperatingExpenses,19386.000,43626.000
OperatingIncomeLoss,,-43626.000
OtherNonoperatingIncomeExpense,,-71216.000
PaidInKindInterest,,71216.000
ProceedsFromIssuanceOfCommonStock,12000.000,
ProceedsFromRepaymentsOfNotesPayable,,98000.000
ProfessionalFees,3085.000,15500.000
ProfitLoss,,-168915.000
WeightedAverageNumberOfDilutedSharesOutstanding,,370235160.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20235000.000,
WeightedAverageNumberOfSharesOutstandingBasic,,370235160.000
