,2011-06-30,2011-09-30,2011-11-30,2012-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-5620.000,,,
CashPeriodIncreaseDecrease,,,,-209643.000
DepreciationExpense,,,4115.000,4161.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.010,-0.010
ExplorationAndProductionCosts,,,131647.000,250954.000
ExplorationExpenseMining,,559.000,,
GeneralAndAdministrativeExpense,145.000,3348.000,235127.000,568220.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,25.000,,,-2826.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,49541.000
InterestAndOtherIncome,,,697.000,
InterestExpense,,,-26547.000,-20638.000
InterestIncomeOther,,,,384.000
InterestPaid,,,,20638.000
NetCashProvidedByUsedInFinancingActivities,,,,200000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,200000.000
NetCashProvidedByUsedInOperatingActivities,-5620.000,,,-409643.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5620.000,,,-409643.000
NetIncomeLoss,-5645.000,-20107.000,-396739.000,-843589.000
OperatingExpenses,,,370889.000,823335.000
OperatingIncomeLoss,,,-370889.000,-823335.000
OtherOperatingIncomeExpenseNet,,,-25850.000,-20254.000
ProfessionalAndContractServicesExpense,,15000.000,,
ProfessionalFees,5500.000,1200.000,,
ShareBasedCompensation,,,,383070.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,70198447.000
