,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncreaseDecreaseInDueToRelatedParties,,,,,,200000.000,,,,64000.000,,
IncreaseDecreaseInInventories,,,6481000.000,,,2130000.000,,,,1748000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,15000.000,,,-172000.000,,,,90000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,-6000.000,,,,-494000.000,,
InterestExpense,39000.000,42000.000,64000.000,69000.000,74000.000,83000.000,86000.000,73000.000,75000.000,80000.000,96000.000,71000.000
InterestPaidNet,,,39000.000,,,81000.000,,,,80000.000,,
LeaseAndRentalExpense,70000.000,,,,,,,,,,,
LitigationSettlementAmount,,,,,,,,,,1000000.000,,
NetCashProvidedByUsedInFinancingActivities,,,269000.000,,,1357000.000,,,,-66000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,269000.000,,,1357000.000,,,,-66000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-423000.000,,,-300000.000,,,,-299000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-423000.000,,,-300000.000,,,,-299000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-661000.000,,,33000.000,,,,646000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-661000.000,,,33000.000,,,,646000.000,,
NetIncomeLoss,40000.000,-184000.000,,,,,,,,,,
NonoperatingIncomeExpense,8000.000,-98000.000,-73000.000,-146000.000,-142000.000,-176000.000,-61000.000,-153000.000,-78000.000,778000.000,5000.000,-85000.000
OperatingExpenses,1986000.000,2390000.000,2510000.000,2670000.000,2750000.000,2490000.000,2103000.000,1749000.000,2023000.000,2053000.000,2112000.000,1881000.000
OperatingIncomeLoss,135000.000,-638000.000,-75000.000,-671000.000,-321000.000,-146000.000,537000.000,-29000.000,-440000.000,-223000.000,-75000.000,141000.000
OperatingLeasesRentExpenseNet,,,100000.000,80000.000,100000.000,100000.000,100000.000,100000.000,0.000,80000.000,90000.000,100000.000
OtherNonoperatingIncomeExpense,,-56000.000,-9000.000,-77000.000,-68000.000,-93000.000,25000.000,-80000.000,-3000.000,14000.000,101000.000,-14000.000
PaymentsToAcquireOtherProductiveAssets,,,31000.000,,,42000.000,,,,15000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,392000.000,,,260000.000,,,,288000.000,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,481000.000,,,,387000.000,,
ProceedsFromLegalSettlements,,,,,,,,,,700000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,370000.000,,,961000.000,,,,-277000.000,,
ProceedsFromSaleOfOtherAssets1,,,0.000,,,2000.000,,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,,,,,,,,,4000.000,,
ProfitLoss,111000.000,-625000.000,-150000.000,-817000.000,-465000.000,-322000.000,475000.000,,,554000.000,,55000.000
RepaymentsOfLongTermDebt,,,83000.000,,,85000.000,,,,176000.000,,
RepaymentsOfRelatedPartyDebt,,,18000.000,,,,,,,,,
Revenues,5996000.000,5160000.000,6482000.000,6564000.000,6152000.000,6815000.000,8506000.000,4906000.000,5556000.000,5886000.000,5737000.000,5340000.000
SalesRevenueGoodsGross,6141000.000,5280000.000,6614000.000,6732000.000,6278000.000,6978000.000,8748000.000,5090000.000,5701000.000,6102000.000,5958000.000,5427000.000
SalesRevenueNet,5996000.000,5160000.000,6482000.000,6564000.000,6152000.000,6815000.000,8506000.000,4906000.000,5556000.000,5886000.000,5737000.000,5340000.000
SellingAndMarketingExpense,1280000.000,1252000.000,1565000.000,1858000.000,1885000.000,1581000.000,1384000.000,1103000.000,1218000.000,1224000.000,1380000.000,1236000.000
ShareBasedCompensation,87000.000,51000.000,138000.000,,,86000.000,,,,95000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,400000.000,,,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,100000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,2947390.000,,,3786712.000,,,7239918.000,4253026.000,,7675917.000,4314553.000,7459702.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,2936894.000,3750472.000,3786712.000,3842798.000,4027183.000,,4253026.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,2700462.000,,,3786712.000,,,4062341.000,,,4306609.000,4314553.000,4365122.000
