,2011-06-30
ComprehensiveIncomeNetOfTax,-6635458.000
CostOfGoodsAndServicesSold,833189.000
EarningsPerShareBasicAndDiluted,-0.617
GrossProfit,239703.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5891908.000
IncomeLossFromEquityMethodInvestments,-82.000
IncomeTaxExpenseBenefit,1471549.000
InterestIncomeExpenseNonoperatingNet,19541.000
NetIncomeLoss,-7363457.000
NonoperatingIncomeExpense,40785.000
OperatingIncomeLoss,-5932693.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,727999.000
OtherNonoperatingIncomeExpense,21326.000
Revenues,1072892.000
SalesRevenueNet,1072892.000
SellingGeneralAndAdministrativeExpense,6172396.000
