,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AssetImpairmentCharges,0.000,150000.000,,,,,,,,,,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2002000.000,,28000.000,,,,1489000.000,,,,1545000.000,,,,-923000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,-724000.000,-13223000.000,-1606000.000,-7741000.000,-2332000.000,-6576000.000,-3473000.000,-16258000.000,-7664000.000,-3085000.000,-1352000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,50000.000,-497000.000,-64000.000,1576000.000,0.000,649000.000,-3000.000,908000.000,9000.000,113000.000,84000.000
CostOfServicesDepreciationAndAmortization,,,,,,,,-1067000.000,-1018000.000,,-1219000.000,-1237000.000,-1184000.000,-1209000.000,-763000.000,-725000.000,-763000.000
CostsAndExpensesRelatedParty,0.000,,152000.000,,,,,,,,,,,,,,
Depreciation,,,-1542000.000,-1486000.000,-1236000.000,9090000.000,-1210000.000,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,-1236000.000,,-1210000.000,-1067000.000,-1018000.000,-1224000.000,-1219000.000,-1236000.000,-1184000.000,-1209000.000,-763000.000,-725000.000,-762000.000
DepreciationAndAmortization,2011000.000,1741000.000,1542000.000,1487000.000,1236000.000,750000.000,1210000.000,1067000.000,1018000.000,1225000.000,1219000.000,1237000.000,1184000.000,1209000.000,763000.000,725000.000,763000.000
DepreciationDepletionAndAmortization,2011000.000,,1542000.000,1487000.000,,,1210000.000,,,,1219000.000,,,,763000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,0.000,-143000.000,302000.000,-2790000.000,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,0.000,0.000,0.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.090,-0.070,,,-0.060,,-0.010,-0.210,-0.040,-0.060,-0.050,-0.110,-0.070,-0.300,-0.250,-0.040,-0.010
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-506000.000,,347000.000,,,,-10000.000,,,,19000.000,,,,-386000.000,,
FairValueOfAssetsAcquired,,,,,,,,,,,1707000.000,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-609000.000,200000.000,-81000.000,-69000.000,-259000.000,-251000.000,15000.000,-6478000.000,-313000.000,131000.000,-90000.000,-891000.000,-147000.000,-18072000.000,-13142000.000,1187000.000,768000.000
ForeignCurrencyTransactionGainLossRealized,-609000.000,,81000.000,,,,15000.000,,,,-90000.000,,,,-13142000.000,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,0.000,,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,0.000,0.000,,,-56000.000,90000.000,,,,,,,,
GeneralAndAdministrativeExpense,2615000.000,2307000.000,2814000.000,3474000.000,1870000.000,2920000.000,2150000.000,1900000.000,2207000.000,2658000.000,1894000.000,2463000.000,1391000.000,1992000.000,1904000.000,1133000.000,1166000.000
IncomeLossAttributableToNoncontrollingInterest,,,,,478000.000,,25000.000,1830000.000,535000.000,-272000.000,519000.000,130000.000,-3000.000,4563000.000,3434000.000,-13000.000,-160000.000
IncomeLossAttributableToParent,-4440000.000,-3298000.000,-3033000.000,-2248000.000,-3013000.000,-3250000.000,-674000.000,-9127000.000,-1449000.000,-5392000.000,-2344000.000,-5999000.000,-3486000.000,-16136000.000,-13375000.000,-2352000.000,-423000.000
IncomeLossFromContinuingOperations,-4490000.000,-3765000.000,,,-701000.000,,-699000.000,-10957000.000,-1984000.000,-5120000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-2475000.000,-2298000.000,-63000.000,2376000.000,271000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-3221000.000,-3126000.000,-288000.000,78000.000,-437000.000,-10285000.000,-967000.000,-4418000.000,-2159000.000,-5670000.000,-3452000.000,-20460000.000,-15729000.000,-1913000.000,399000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4539000.000,-3997000.000,-3221000.000,-3126000.000,-288000.000,-3150000.000,-437000.000,-11297000.000,-1666000.000,-5730000.000,-2886000.000,-6595000.000,-4121000.000,-21009000.000,-16776000.000,-2833000.000,-125000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,,,,,,,,-16809000.000,-2339000.000,-263000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-4440000.000,-3298000.000,-3033000.000,-2248000.000,-223000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.090,-0.070,-0.060,0.050,-0.010,-0.160,-0.010,-0.210,-0.040,-0.060,,,,,-0.250,-0.040,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,-2790000.000,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,-2790000.000,,0.000,0.000,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000,,,-0.050,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000
IncomeTaxExpenseBenefit,-49000.000,-232000.000,-206000.000,-403000.000,413000.000,-332000.000,262000.000,-340000.000,318000.000,-610000.000,-23000.000,-466000.000,-638000.000,81000.000,33000.000,-494000.000,138000.000
IncomeTaxesPaid,138000.000,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,-2199000.000,,-459000.000,,,,-328000.000,,,,-163000.000,,,,86000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,-8000.000,,-5000.000,,,,0.000,,,,50000.000,,,,0.000,,
IncreaseDecreaseInAccountsReceivable,-3451000.000,,-769000.000,,,,-2105000.000,,,,-2095000.000,,,,301000.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,-1801000.000,,-71000.000,,,,399000.000,,,,82000.000,,,,-37000.000,,
IncreaseDecreaseInAccruedLiabilities,833000.000,,-461000.000,,,,879000.000,,,,1830000.000,,,,1984000.000,,
IncreaseDecreaseInCustomerAdvances,-912000.000,,-579000.000,,,,-174000.000,,,,163000.000,,,,-186000.000,,
IncreaseDecreaseInDeferredIncomeTaxes,-71000.000,,-52000.000,,,,-220000.000,,,,2000.000,,,,-455000.000,,
