,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,0.000,,,,,,,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,,,400.000,,,,400.000,,,,,,,,400.000,,,,,400.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-725.000,-1356.000,-1750.000,-1088.000,-1037.000,-1588.000,-1043.000,-1055.000,-1000.000,-1944.000,-1349.000,-1270.000,-1388.000,-1290.000,-895.000,-770.000,-459.000,-1775.000,-1075.000,
IncreaseDecreaseInAccruedLiabilities,,1356.000,,,,1588.000,,,,443.000,,,,250.000,,,,200.000,,
LegalFees,,,,,,,,,,,1349.000,1270.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,0.000,,,,1501.000,,,,1040.000,,,,1575.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,0.000,,,,1501.000,,,,1040.000,,,,1575.000,,
NetCashProvidedByUsedInOperatingActivities,,,,,,0.000,,,,-1501.000,,,,-1040.000,,,,-1575.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,0.000,,,,-1501.000,,,,-1040.000,,,,-1575.000,,
NetIncomeLoss,-725.000,-1356.000,-2150.000,-1088.000,-1037.000,-1588.000,-1443.000,-1055.000,-1000.000,-1944.000,-1749.000,-1270.000,-1388.000,-1290.000,-1295.000,-770.000,-459.000,-1775.000,-1075.000,-1600.000
OperatingExpenses,725.000,1356.000,1750.000,1088.000,1037.000,1588.000,1043.000,1055.000,1000.000,1944.000,1349.000,1270.000,1388.000,1290.000,895.000,770.000,459.000,1775.000,1075.000,1200.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,-1200.000
OtherTaxExpenseBenefit,,,,,,,,,,,400.000,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,1501.000,,,,,,,,,,
ProfessionalFees,725.000,1356.000,1750.000,1088.000,1037.000,1588.000,1043.000,1055.000,1000.000,1944.000,,,,1290.000,895.000,770.000,459.000,1775.000,1075.000,1200.000
ProfitLoss,,-1356.000,,,,,,,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,,-1040.000,,,,1575.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000
