,2011-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,130000.000
AssetImpairmentCharges,2800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-9624527.000
ComprehensiveIncomeNetOfTax,35660456.000
CostOfGoodsSold,69967105.000
DepreciationAndAmortization,2991624.000
EarningsPerShareBasic,1.370
EarningsPerShareDiluted,1.370
EffectOfExchangeRateOnCashAndCashEquivalents,3322917.000
GainLossOnSaleOfDerivatives,3590721.000
GeneralAndAdministrativeExpense,3926288.000
GrossProfit,32207589.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37483373.000
IncomeTaxExpenseBenefit,5358455.000
IncomeTaxesPaid,6270631.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,368194.000
IncreaseDecreaseInAccountsReceivable,9469103.000
IncreaseDecreaseInAccruedTaxesPayable,-837277.000
IncreaseDecreaseInInventories,71250.000
IncreaseDecreaseInOtherCurrentAssets,29971863.000
IncreaseDecreaseInOtherReceivables,-22758.000
InterestPaid,6812.000
InvestmentIncomeInterest,262569.000
NetCashProvidedByUsedInFinancingActivities,-374014.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-374014.000
NetCashProvidedByUsedInInvestingActivities,3163856.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,3163856.000
NetCashProvidedByUsedInOperatingActivities,-15737286.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15737286.000
NetIncomeLoss,32124918.000
NonoperatingIncomeExpense,14087856.000
OperatingIncomeLoss,23395517.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,3535538.000
PaymentsForProceedsFromOtherInvestingActivities,6262212.000
PaymentsForRepurchaseOfCommonStock,799423.000
PaymentsToAcquireNotesReceivable,300000.000
PaymentsToAcquirePropertyPlantAndEquipment,1084897.000
ProceedsFromCollectionOfNotesReceivable,300000.000
RepaymentsOfSecuredDebt,168807.000
SalesRevenueGoodsNet,102174694.000
SellingExpense,4885784.000
StockOptionPlanExpense,130000.000
TreasuryStockValueAcquiredCostMethod,799423.000
UnrealizedGainLossOnDerivatives,10234566.000
WeightedAverageNumberOfDilutedSharesOutstanding,23498018.000
WeightedAverageNumberOfSharesOutstandingBasic,23498018.000
