,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,,,,,,,450.000,,
AccountsPayableTrade,16509.000,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,1667.000,3990.000
AccruedLiabilitiesCurrent,,18288.000,8202.000,9364.000,10526.000,5797.000,,,
AdditionalPaidInCapital,202578.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,243722.000,243722.000,243722.000,243722.000,391607.000,391607.000,518078.000,518078.000
Assets,207.000,349.000,301.000,254.000,663.000,138.000,90.000,299980.000,369983.000
AssetsCurrent,207.000,349.000,301.000,254.000,663.000,138.000,90.000,299980.000,369983.000
Cash,207.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,349.000,301.000,254.000,663.000,138.000,90.000,299980.000,369983.000
CashEquivalentsAtCarryingValue,30.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,39203.000,0.001,0.001,0.001,0.001,0.000,0.000,0.000
CommonStockSharesAuthorized,,75000000.000,75000000.000,75000000.000,75000000.000,2250000000.000,225000000.000,2250000000.000,2250000000.000
CommonStockSharesIssued,,39203250.000,39203250.000,39203250.000,39203250.000,123954750.000,123954750.000,193741892.000,129714893.000
CommonStockSharesOutstanding,,39203250.000,39203250.000,39203250.000,39203250.000,123954750.000,123954750.000,193741892.000,129714893.000
CommonStockSharesSubscriptions,,,,,,,,,76800.000
CommonStockValue,38647.000,39203.000,39203.000,39203.000,39203.000,41318.000,41318.000,43247.000,43247.000
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,,,83888.000
DerivativeLiabilities,,,,,,,,78525.000,
Liabilities,52102.000,55920.000,61959.000,67477.000,114013.000,41505.000,49408.000,406460.000,418471.000
LiabilitiesAndStockholdersEquity,207.000,349.000,301.000,254.000,663.000,138.000,90.000,299980.000,369983.000
LiabilitiesCurrent,52102.000,55920.000,61959.000,67477.000,114013.000,41505.000,49408.000,327935.000,418471.000
LiabilitiesNoncurrent,,,,,,,,78525.000,
LoansPayableCurrent,,29856.000,,,,,,1667.000,332916.000
LongTermLoansPayable,,,,,,,,319311.000,
LongTermNotesAndLoans,,,,,,,,326268.000,332916.000
LongtermDebtPercentageBearingFixedInterestAmount,,,,,,,,6957.000,8120.000
NotesAndLoansPayable,,,,,63587.000,,,,
NotesPayable,7182.000,,,,,,,,
NotesPayableCurrent,,7776.000,53757.000,58113.000,63487.000,35708.000,48958.000,326268.000,
OtherLiabilitiesCurrent,,,,,40000.000,,,,
OtherLoansPayableLongTerm,,,,,,,,,324796.000
OtherLongTermDebtCurrent,,,,,,,,,1667.000
OtherNotesPayable,28411.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-293120.000,-338496.000,-344583.000,-350148.000,-396275.000,-474292.000,-482243.000,-667805.000,-686613.000
SharesOutstanding,,,,,,123954750.000,,,
StockholdersEquity,-51895.000,,,,,-41367.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-51895.000,-55571.000,-61658.000,-67223.000,-113350.000,-41367.000,-49318.000,-106480.000,-48488.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,,,123954750.000,,
