,2011-07-31,2011-10-30,2012-04-29,2012-07-29,2012-10-28,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30
AllocatedShareBasedCompensationExpense,,,,,,3000000.000,5000000.000,4000000.000,-12000000.000,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,60000000.000,61000000.000,34000000.000,33000000.000,34000000.000,34000000.000,34000000.000,34000000.000,27000000.000,4000000.000,8000000.000,3000000.000,4000000.000,0.000,4000000.000,3000000.000,4000000.000,3000000.000,3000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,120000.000,50000.000,,1062000.000,107000.000,49000.000,,7358000.000,1452000.000,1327000.000,,1294000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,14000000.000,,,-53000000.000,,,,58000000.000,,,,70000000.000,,,,-66000000.000,,,,-5000000.000
ComprehensiveIncomeNetOfTax,,,-357000000.000,-59000000.000,-50000000.000,-132000000.000,-75000000.000,51000000.000,-75000000.000,-11000000.000,49000000.000,57000000.000,-105000000.000,247000000.000,102000000.000,268000000.000,867000000.000,-10000000.000,96000000.000,59000000.000,52000000.000,86000000.000
CostOfRevenue,1556000000.000,1495000000.000,1313000000.000,1465000000.000,1530000000.000,1470000000.000,1596000000.000,1629000000.000,1320000000.000,1530000000.000,1725000000.000,1762000000.000,1307000000.000,1572000000.000,1341000000.000,1346000000.000,673000000.000,1172000000.000,1336000000.000,1325000000.000,1074000000.000,1242000000.000
DeferredIncomeTaxExpenseBenefit,,,28000000.000,,,37000000.000,,,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,6000000.000,,,,-9000000.000,,,,34000000.000
DepreciationAndAmortization,88000000.000,85000000.000,83000000.000,83000000.000,84000000.000,59000000.000,61000000.000,61000000.000,61000000.000,62000000.000,64000000.000,57000000.000,24000000.000,35000000.000,28000000.000,28000000.000,20000000.000,23000000.000,24000000.000,24000000.000,24000000.000,24000000.000
DepreciationDepletionAndAmortization,,,86000000.000,,,60000000.000,,,,63000000.000,,,,36000000.000,,,,25000000.000,,,,25000000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,9000000.000,,3000000.000,,,,,-14000000.000,-1000000.000,,,,,186000000.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,3000000.000,,,,,-14000000.000,-1000000.000,,,,11000000.000,193000000.000,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,-3000000.000,-1000000.000,,,,4000000.000,-42000000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,,,448000000.000,313000000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,,,,,,,,,,6000000.000,5000000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,60000000.000,39000000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,,,,,,,,,,,,77000000.000,54000000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,,,66000000.000,44000000.000,,,,,,
