,2016-06-30,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,185460.000
CostOfGoodsSold,9606.000,10883.000,91932.000
Depreciation,8607.000,7088.000,21680.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.090
GainsLossesOnExtinguishmentOfDebt,,,-266250.000
GeneralAndAdministrativeExpense,20744.000,60859.000,114727.000
GrossProfit,26146.000,16504.000,35805.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-25139.000,-84879.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-661515.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,39425.000
IncreaseDecreaseInInterestPayableNet,,,-34500.000
IncreaseDecreaseInPrepaidExpense,,,-8523.000
InterestExpense,,,263.000
InterestPaidNet,,,34763.000
InvestmentIncomeInterest,,,49.000
LaborAndRelatedExpense,10703.000,8351.000,13312.000
NetCashProvidedByUsedInFinancingActivities,,,554668.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,554668.000
NetCashProvidedByUsedInInvestingActivities,,,-258240.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-258240.000
NetCashProvidedByUsedInOperatingActivities,,,-110968.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-110968.000
NetIncomeLoss,-25139.000,-84879.000,-661515.000
NonoperatingIncomeExpense,,,-265121.000
OperatingExpenses,51285.000,101383.000,432199.000
OperatingIncomeLoss,-25139.000,-84879.000,-396394.000
OtherNonoperatingIncome,,,1343.000
PaymentsForConstructionInProcess,,,12908.000
PaymentsForRent,,3671.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,245332.000
ProceedsFromIssuanceOfCommonStock,,,750000.000
ProfessionalFees,11231.000,25085.000,40480.000
RepaymentsOfBankDebt,,,2225.000
RepaymentsOfNotesPayable,,,127500.000
RepaymentsOfRelatedPartyDebt,,,65607.000
Revenues,35752.000,27387.000,127737.000
SalesRevenueNet,35752.000,27387.000,127737.000
ShareBasedCompensation,,,242000.000
StockIssued1,,,132500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5521039.000,5809022.000,7134347.000
