,2014-07-12,2014-10-04,2015-07-11,2015-10-03,2016-07-16,2016-10-08
AdvertisingExpense,5423000.000,4280000.000,5854000.000,4901000.000,5594000.000,5140000.000
AmortizationOfFinancingCosts,,,800000.000,500000.000,500000.000,500000.000
AmortizationOfIntangibleAssets,2800000.000,2900000.000,2700000.000,2600000.000,1900000.000,2000000.000
AssetImpairmentCharges,,,,,2076000.000,
ComprehensiveIncomeNetOfTax,,,,,-2872000.000,-12733000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-257000.000,-934000.000,-37478000.000,-5162000.000,,
CurrentIncomeTaxExpenseBenefit,2000.000,23000.000,7000.000,,292000.000,40000.000
DeferredIncomeTaxExpenseBenefit,430000.000,-1191000.000,393000.000,400000.000,409000.000,409000.000
DepreciationAndAmortization,,,14566000.000,14719000.000,14718000.000,14968000.000
EffectiveIncomeTaxRateContinuingOperations,-1.582,0.559,,,,
GainsLossesOnExtinguishmentOfDebt,,,-34503000.000,,,
GeneralAndAdministrativeExpense,14903000.000,16302000.000,17509000.000,17842000.000,18578000.000,21923000.000
GoodwillImpairmentLoss,0.000,0.000,,,0.000,0.000
GrossProfit,167155000.000,165033000.000,170089000.000,165424000.000,175657000.000,168409000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-37078000.000,-4762000.000,-2171000.000,-12284000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-273000.000,-2089000.000,,,,
IncomeLossFromEquityMethodInvestments,,0.000,,,,
IncomeTaxExpenseBenefit,432000.000,-1168000.000,400000.000,400000.000,701000.000,449000.000
InterestIncomeExpenseNonoperatingNet,-19321000.000,-18625000.000,-19042000.000,-18619000.000,-18567000.000,-18581000.000
NetIncomeLoss,-705000.000,-921000.000,-37478000.000,-5162000.000,-2872000.000,-12733000.000
OperatingExpenses,148107000.000,148497000.000,153622000.000,151567000.000,159261000.000,162112000.000
OperatingIncomeLoss,19048000.000,16536000.000,16467000.000,13857000.000,16396000.000,6297000.000
OtherComprehensiveIncomeLossNetOfTax,448000.000,-13000.000,,,,
SaleLeasebackTransactionNetProceedsFinancingActivities,,12600000.000,,,,
SalesRevenueGoodsNet,596200000.000,580741000.000,585911000.000,560744000.000,589589000.000,568753000.000
ShareBasedCompensation,51000.000,52000.000,55000.000,53000.000,38000.000,
