,2016-05-31,2017-05-31
CashPeriodIncreaseDecrease,37154.000,-33187.000
ComprehensiveIncomeNetOfTax,-21509.000,-37092.000
ConcentrationRiskPercentage1,1.000,1.000
Depreciation,331.000,283.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
EffectOfExchangeRateOnCash,1689.000,-2681.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
GeneralAndAdministrativeExpense,24739.000,34521.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-24045.000,-34345.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-8175.000,-11677.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,8175.000,11677.000
IncreaseDecreaseInAccountsPayable,408.000,4356.000
IncreaseDecreaseInAccountsReceivable,67.000,-27.000
IncreaseDecreaseInDueToRelatedParties,-2002.000,-1388.000
IncreaseDecreaseInPrepaidExpense,561.000,-560.000
NetCashProvidedByUsedInFinancingActivities,59398.000,-1388.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,59398.000,-1388.000
NetCashProvidedByUsedInOperatingActivities,-23933.000,-29118.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23933.000,-29118.000
NetIncomeLoss,-24045.000,-34345.000
OperatingExpenses,24739.000,34521.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2536.000,-2747.000
OtherComprehensiveIncomeLossNetOfTax,1677.000,
ProceedsFromIssuanceOfCommonStock,61400.000,0.000
Revenues,694.000,176.000
SalesRevenueNet,694.000,176.000
StockIssuedDuringPeriodValueNewIssues,51400.000,
TemporaryEquityForeignCurrencyTranslationAdjustments,,-2747.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,2506758.000,3785000.000
