,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
GeneralAndAdministrativeExpense,347012.000,339011.000,731923.000,333368.000,345949.000,336096.000,696570.000,352983.000,331497.000,328833.000,686604.000,311079.000,311033.000,317099.000,688841.000,321885.000
IncreaseDecreaseInAccruedLiabilities,,,280379.000,,,,-259326.000,,,,65553.000,,,,7734.000,
IncreaseDecreaseInPrepaidExpense,,,-558598.000,,,,251777.000,,,,-33395.000,,,,-34195.000,
InvestmentIncomeInterest,129470.000,115959.000,103520.000,102208.000,103252.000,109967.000,103104.000,106562.000,105693.000,105473.000,105224.000,106056.000,106899.000,82599.000,78851.000,80059.000
LitigationSettlementExpense,2480201.000,2121858.000,2029821.000,1913793.000,1850334.000,771801.000,7900.000,-3854.000,9064.000,81553.000,18378.000,-8992.000,-2334.000,,,
LitigationSettlementGross,,,,,20000254.000,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,-32036911.000,,,,-1285860.000,,,,-683381.000,,,,-720783.000,
NetCashProvidedByUsedInFinancingActivities,,,-30000000.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-30000000.000,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-2036911.000,,,,-1285860.000,,,,-683381.000,,,,-720783.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2036911.000,,,,-1285860.000,,,,-683381.000,,,,-720783.000,
NetIncomeLoss,,-2515863.000,-2778382.000,-2391158.000,17748505.000,12905350.000,-677273.000,-305096.000,-302067.000,-366507.000,-684824.000,-260540.000,-284632.000,-332874.000,-692974.000,-322799.000
OperatingExpenses,2921700.000,2631822.000,2881902.000,2493366.000,2355001.000,1204617.000,780377.000,411658.000,407760.000,471980.000,790048.000,366596.000,391531.000,415473.000,771825.000,402858.000
PaymentsOfCapitalDistribution,,,30000000.000,,,,,,,,100000.000,,,,,
ProfessionalFees,94487.000,170953.000,120158.000,246205.000,158718.000,96720.000,75907.000,62529.000,67199.000,61594.000,85066.000,64509.000,82832.000,105426.000,82984.000,80973.000
ProfitLoss,-2792230.000,,,,,,,,,,,,,,,
Revenues,129470.000,115959.000,103520.000,102208.000,20103506.000,14109967.000,103104.000,106562.000,105693.000,105473.000,105224.000,106056.000,106899.000,82599.000,78851.000,80059.000
SalesRevenueNet,129470.000,115959.000,103520.000,102208.000,20103506.000,14109967.000,103104.000,106562.000,105693.000,105473.000,105224.000,106056.000,106899.000,82599.000,78851.000,80059.000
