,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30
AmortizationOfFinancingCostsAndDiscounts,,,,,,,20500.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,414.000,,,,-380.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,,,,,,-0.000
GeneralAndAdministrativeExpense,86.000,176.000,384.000,821.000,37747.000,,,,355.000
IncomeLossFromContinuingOperations,,,,,-48492.000,-3480.000,-50144.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,-48492.000,-3480.000,-50144.000,-36729.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8637.000,-7304.000,-4356.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,0.000,0.000,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,
IncomeTaxesPaidNet,0.000,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,5051.000,,,,-21229.000,,,,50812.000
IncreaseDecreaseInPrepaidExpense,,,,,500.000,,,,
InterestExpense,,,,,,,195.000,,-256.000
InterestPaidNet,0.000,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,4000.000,,,,68841.000,,,,2206.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4000.000,,,,68841.000,,,,2206.000
NetCashProvidedByUsedInOperatingActivities,-3586.000,,,,-69221.000,,,,-2206.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3586.000,,,,-69221.000,,,,-2206.000
NetIncomeLoss,,,,,-48492.000,-3480.000,-50144.000,-57229.000,-53018.000
OfficersCompensation,,,,,500.000,,,,
OperatingExpenses,8637.000,7304.000,4356.000,7267.000,48492.000,-3480.000,2775.000,63750.000,52762.000
OperatingIncomeLoss,,,,,,,-2775.000,,-52762.000
OtherNonoperatingIncomeExpense,,,,,,,47369.000,,-256.000
ProceedsFromContributedCapital,0.000,,,,41115.000,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,
ProceedsFromRelatedPartyDebt,4000.000,,,,27726.000,,,,2206.000
ProfessionalFees,7051.000,5628.000,2472.000,4946.000,10245.000,3480.000,2775.000,53306.000,52407.000
ProfitLoss,-8637.000,-7304.000,-4356.000,,,,,,-53018.000
SalariesAndWages,1500.000,1500.000,1500.000,,,,,,
SalesRevenueServicesNet,0.000,0.000,0.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,2343800.000,,348863988.000,437503920.000,437503920.000,-808475609.000,437503920.000
