,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,0.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,6000000.000,-2000000.000,,1000000.000,4000000.000,5000000.000,5000000.000,2000000.000,6000000.000,8000000.000,2000000.000,7000000.000,5000000.000,2000000.000,6000000.000,4000000.000,6000000.000,5000000.000,4000000.000,7000000.000,4000000.000,7000000.000,5000000.000,6000000.000,6000000.000
AmortizationOfFinancingCostsAndDiscounts,5000000.000,,,,33000000.000,,,,5000000.000,,,,6000000.000,,,,2000000.000,,,,7000000.000,,,,3000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4.000,,34000000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,210000000.000,,,,-689000000.000,,,,105000000.000,,,,-1143000000.000,,,,-548000000.000,,,,-397000000.000,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,,,-3000000.000,,,,19000000.000,,,,-3000000.000,,,,3000000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,0.050,,0.050,0.050,0.060,,0.060,0.060,0.060,0.070,0.070,0.070,0.170,-0.000,0.100,0.100
ComprehensiveIncomeNetOfTax,192000000.000,149000000.000,28000000.000,-710000000.000,120000000.000,84000000.000,284000000.000,-850000000.000,169000000.000,181000000.000,241000000.000,651000000.000,14000000.000,266000000.000,72000000.000,1905000000.000,193000000.000,223000000.000,204000000.000,-85000000.000,244000000.000,190000000.000,322000000.000,320000000.000,261000000.000,198000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,59000000.000,20000000.000,-19000000.000,,40000000.000,-24000000.000,36000000.000,-72000000.000,-15000000.000,2000000.000,41000000.000,50000000.000,29000000.000,22000000.000,-13000000.000,-18000000.000,-50000000.000,35000000.000,15000000.000,6000000.000,12000000.000,1000000.000,3000000.000,-8000000.000,9000000.000,14000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,251000000.000,169000000.000,9000000.000,,160000000.000,60000000.000,320000000.000,-922000000.000,154000000.000,183000000.000,282000000.000,701000000.000,43000000.000,288000000.000,59000000.000,1887000000.000,143000000.000,258000000.000,219000000.000,-79000000.000,256000000.000,191000000.000,325000000.000,312000000.000,270000000.000,212000000.000
CostOfGoodsSold,4461000000.000,4572000000.000,4973000000.000,4815000000.000,4607000000.000,4141000000.000,4315000000.000,4100000000.000,3940000000.000,3846000000.000,3946000000.000,3690000000.000,3518000000.000,3532000000.000,3516000000.000,3340000000.000,3066000000.000,3027000000.000,3000000000.000,3071000000.000,2701000000.000,2813000000.000,2736000000.000,2722000000.000,2765000000.000,2792000000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,91000000.000,,,,46000000.000,,,,40000000.000,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,,,,,,,,,,,,,,,0.000,,,,,,,
