,2011-06-30,2011-09-30,2011-12-31
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,502000.000,885000.000,1006000.000
AdditionalPaidInCapitalCommonStock,11290000.000,11295000.000,11307000.000
Assets,275340000.000,288713000.000,287520000.000
AvailableForSaleSecurities,45995000.000,44119000.000,42565000.000
CashAndCashEquivalentsAtCarryingValue,30835000.000,36185000.000,27905000.000
CashAndDueFromBanks,5833000.000,4075000.000,7474000.000
CashSurrenderValueOfLifeInsurance,5943000.000,5834000.000,5891000.000
CommonStockParOrStatedValuePerShare,0.500,0.500,0.500
CommonStockSharesAuthorized,5000000.000,5000000.000,5000000.000
CommonStockSharesIssued,1750003.000,1750003.000,1750003.000
CommonStockSharesOutstanding,1743416.000,1742516.000,1722041.000
CommonStockValue,875000.000,875000.000,875000.000
Deposits,236372000.000,247115000.000,246342000.000
DepositsSavingsDeposits,33290000.000,33041000.000,32297000.000
FederalFundsSold,,,1283000.000
FederalHomeLoanBankAdvancesLongTerm,10680000.000,12179000.000,12178000.000
Goodwill,1796000.000,1796000.000,1796000.000
IntangibleAssetsNetExcludingGoodwill,133000.000,124000.000,111000.000
InterestBearingDepositLiabilities,84993000.000,94778000.000,97145000.000
InterestBearingDepositsInBanks,25002000.000,32110000.000,19148000.000
InterestPayableCurrentAndNoncurrent,227000.000,217000.000,256000.000
InterestReceivable,924000.000,964000.000,915000.000
Liabilities,249398000.000,262110000.000,261114000.000
LiabilitiesAndStockholdersEquity,275340000.000,288713000.000,287520000.000
LoansAndLeasesReceivableAllowance,3250000.000,2983000.000,3423000.000
LoansAndLeasesReceivableNetReportedAmount,177741000.000,187821000.000,196026000.000
LoansHeldForSaleMortgages,165000.000,109000.000,384000.000
NoninterestBearingDepositLiabilities,21850000.000,22262000.000,22430000.000
OtherAssets,1787000.000,1819000.000,1430000.000
OtherLiabilities,1280000.000,1313000.000,1445000.000
PropertyPlantAndEquipmentNet,7413000.000,7417000.000,7352000.000
RealEstateAcquiredThroughForeclosure,230000.000,232000.000,1298000.000
RestrictedInvestments,2128000.000,2043000.000,1597000.000
RetainedEarningsAccumulatedDeficit,13346000.000,13631000.000,13490000.000
ShortTermBorrowings,839000.000,1286000.000,893000.000
StockholdersEquity,,26603000.000,26406000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,25942000.000,26603000.000,26406000.000
TimeDeposits,96239000.000,97034000.000,94470000.000
TimeDepositsAtCarryingValue,250000.000,250000.000,250000.000
TreasuryStockShares,6587.000,7487.000,27962.000
TreasuryStockValue,71000.000,83000.000,272000.000
