,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,658000.000,250000.000,515000.000,477000.000,4310000.000,1560000.000
AccountsPayableCurrent,6139000.000,4319000.000,6286000.000,5386000.000,3978000.000,2717000.000,9373000.000,5765000.000,5822000.000,8334000.000,7406000.000,7449000.000,7984000.000,2435000.000,9278000.000,2610000.000,2500000.000,2518000.000
AccountsPayableOtherCurrent,,,,,,,,,4662000.000,4344000.000,4397000.000,4921000.000,4542000.000,4031000.000,4051000.000,3251000.000,3096000.000,3065000.000
AccountsReceivableNetCurrent,11092000.000,10727000.000,9123000.000,6838000.000,6151000.000,5474000.000,7207000.000,6944000.000,7952000.000,7574000.000,7722000.000,9332000.000,8138000.000,7951000.000,9080000.000,4903000.000,4542000.000,3913000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1945000.000,1937000.000,88000.000,769000.000,1539000.000,1742000.000,72000.000,816000.000,1532000.000,2204000.000,40000.000,636000.000,1291000.000,1505000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,80000.000,,,,,,,
AccruedLiabilitiesCurrent,11257000.000,13150000.000,8700000.000,10225000.000,5571000.000,7883000.000,4928000.000,3165000.000,4223000.000,4291000.000,4055000.000,3881000.000,3830000.000,7878000.000,3283000.000,4155000.000,4047000.000,3616000.000
AdditionalPaidInCapital,376609000.000,379664000.000,378093000.000,384184000.000,382870000.000,389314000.000,396732000.000,398039000.000,397906000.000,395964000.000,397170000.000,399900000.000,401269000.000,401198000.000,481050000.000,482071000.000,484227000.000,485258000.000
AdditionalPaidInCapitalPreferredStock,,,,,1500000.000,2300000.000,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,193000.000,,,,194000.000,,,,194000.000,,,
AssetRetirementObligation,,,,,,10665000.000,10868000.000,11190000.000,11491000.000,11694000.000,13228000.000,13479000.000,13665000.000,13945000.000,14018000.000,14124000.000,14225000.000,14368000.000
AssetRetirementObligationCurrent,,,,,,,,,,129000.000,129000.000,134000.000,134000.000,134000.000,134000.000,134000.000,134000.000,134000.000
AssetRetirementObligationsNoncurrent,7516000.000,7726000.000,11733000.000,11895000.000,12130000.000,10665000.000,10868000.000,11190000.000,11491000.000,11565000.000,13099000.000,13345000.000,13531000.000,13811000.000,13884000.000,13990000.000,14091000.000,14234000.000
