,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AllocatedShareBasedCompensationExpense,,,,,,,,1132000.000,,,,
AmortizationOfDeferredCharges,,,,,,,,,,-4000.000,,
AmortizationOfFinancingCosts,,,,,,,,,,6000.000,,
AmortizationOfIntangibleAssets,,,,,,,,103000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,670000.000,670000.000,,,,2425000.000,,9150000.000,15938636.000,8870000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,-1626000.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,7149000.000,,
CapitalizedComputerSoftwareAdditions,,,123125.000,105125.000,,,,,,,,
CashAcquiredFromAcquisition,,21809.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,1703526.000,,,,-223730.000,,,,-172000.000,,
CostOfRevenue,,,,,,,,4339000.000,,5664000.000,4394000.000,3005000.000
CostsAndExpensesRelatedParty,,,,,,,,96000.000,,0.000,,
Depreciation,,,,,,1008.000,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,127000.000,,110000.000,115000.000,121000.000
EarningsPerShareBasic,0.000,,,,,,,0.000,,,,-0.020
EarningsPerShareBasicAndDiluted,,0.000,-0.010,-0.010,-0.010,-0.020,-0.000,,,-0.030,-0.040,
EarningsPerShareDiluted,0.000,,,,,,,0.000,,,,-0.020
EquityMethodInvestmentOtherThanTemporaryImpairment,,0.000,0.000,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,3443.000,,,,,,,,,,,
GrossProfit,,,,,,,,2247000.000,,1280000.000,836000.000,1328000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3493.000,,,,,,,,,-2610000.000,-3350000.000,-1788000.000
IncomeLossFromEquityMethodInvestments,,0.000,0.000,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,,,,,,,,,,,10000.000
IncomeTaxesPaid,,,,,,,,,,-1000.000,-15000.000,
IncomeTaxesPaidNet,,,,,,,,,,1000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,4142.000,,,,103522.000,,,,-211000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,-2475000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-22823.000,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,622.000,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,-28125.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,42958.000,,,,-2166.000,,,,113000.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,12000.000,,
InterestExpense,55.000,,,,,,,,,87000.000,69000.000,47000.000
InterestIncomeDepositsWithFinancialInstitutions,5.000,622.000,621.000,629.000,0.000,,,,,,,
InterestPaidNet,,,,,,,,,,87000.000,,
InvestmentIncomeInterest,0.000,,,,,,,,,,,
LaborAndRelatedExpense,,,,,,,,,,,,1863000.000
LeaseAndRentalExpense,,,,,,12000.000,,,,119000.000,160000.000,88000.000
LineOfCreditFacilityInterestRateDuringPeriod,,,,,,,,,,0.130,,
LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,,,,,,,,,,-7276000.000,,
NetCashProvidedByUsedInFinancingActivities,,1973435.000,,,,120000.000,,,,567000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1973435.000,,,,120000.000,,,,567000.000,,
NetCashProvidedByUsedInInvestingActivities,,-11067.000,,,,-622.000,,,,-230000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-11067.000,,,,-622.000,,,,-230000.000,,
NetCashProvidedByUsedInOperatingActivities,,-258842.000,,,,-343108.000,,,,-509000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-258842.000,,,,-343108.000,,,,-509000.000,,
NetIncomeLoss,-3493.000,-168456.000,-471515.000,-327891.000,-524125.000,-833475.000,-254519.000,175000.000,726994.000,-2611000.000,-3365000.000,-1798000.000
NetIncomeLossAttributableToNoncontrollingInterest,,0.000,0.000,,,,,,,,,
NonoperatingIncomeExpense,-50.000,622.000,621.000,629.000,-95081.000,,,,,,,
OperatingExpenses,,,,,,,,2072000.000,,3803000.000,4117000.000,3069000.000
OperatingIncomeLoss,-3443.000,-169078.000,-472136.000,-328520.000,-429044.000,-833475.000,-254519.000,175000.000,836994.000,-2523000.000,-3281000.000,-1741000.000
OtherCostAndExpenseOperating,,,,,,,,717000.000,,1456000.000,1549000.000,1085000.000
OtherNonoperatingIncomeExpense,,,,,,,,0.000,,,,
PartnersCapitalAccountContributions,,,,,,,,,,0.000,,
PaymentsForSoftware,,21275.000,,,,,,,,,,
PaymentsToAcquireEquityMethodInvestments,,0.000,,,,,,,,,,
PaymentsToAcquireNotesReceivable,,0.000,,,,,,,,,,
