,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
PaymentsToAcquirePropertyPlantAndEquipment,,2292.000,,,,622.000,,,,230000.000,,
ProceedsFromIssuanceOfPrivatePlacement,,2000000.000,,,,,,,,,,
ProceedsFromNotesPayable,,200000.000,,,,,,,,1000000.000,,
ProceedsFromRelatedPartyDebt,,1626.000,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,,0.000,,
ProceedsFromSaleOfEquityMethodInvestments,,12500.000,,,,,,,,,,
ProceedsFromShortTermDebt,,,,,,120000.000,,,,,,
ProfitLoss,,-168456.000,-471515.000,-327891.000,-524125.000,-833475.000,-254519.000,,,-2611000.000,,
ProvisionForDoubtfulAccounts,,,,,,,,,,0.000,,
RepaymentsOfDebt,,,,,,,,,,366000.000,,
RepaymentsOfLinesOfCredit,,,,,,,,,,7343000.000,,
RepaymentsOfNotesPayable,,250000.000,,,,,,,,,,
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,,0.000,0.000,41875.000,117105.000,109580.000,,,,,,
Revenues,,28125.000,28125.000,28125.000,0.000,,,6586000.000,,6944000.000,5230000.000,4333000.000
RoyaltyExpense,,,,,,,,,,2000000.000,,
SalariesAndWages,,,,,,,,,,-220000.000,,
SalesCommissionsAndFees,,,,,,,,,,2237000.000,2453000.000,
SalesRevenueNet,,28125.000,28125.000,28125.000,0.000,,,6586000.000,,6944000.000,5230000.000,4333000.000
SellingGeneralAndAdministrativeExpense,,197203.000,500261.000,314770.000,311939.000,349681.000,,,,,,
ShareBasedCompensation,,,,,,9457.000,,,,71000.000,242000.000,68000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,31967722.000,,,,,,
ShorttermDebtMaximumAmountOutstandingDuringPeriod,,,,,,,,,,908000.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,787229.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,8505588.000,,,,,,,59798904.000,,,,95884241.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,50926700.000,50926800.000,,50926700.000,50985162.000,,,83156969.000,91968157.000,
WeightedAverageNumberOfSharesOutstandingBasic,8505588.000,,,,,,,59011675.000,,,,95884241.000
