,2012-07-31,2013-07-31,2014-07-31,2015-07-31,2016-07-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3789000.000,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,2700000.000,,,,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,-30000.000,-42000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2500000.000,,,,
AssetImpairmentCharges,790000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,75889000.000,,,,
ComprehensiveIncomeNetOfTax,-12759000.000,,,,
CostOfGoodsSold,16601000.000,,,,
CostOfRevenue,24331000.000,,,,
CostOfServices,7730000.000,,,,
CurrentFederalTaxExpenseBenefit,-30000.000,,,,
CurrentForeignTaxExpenseBenefit,231000.000,,,,
CurrentIncomeTaxExpenseBenefit,205000.000,,,,
CurrentStateAndLocalTaxExpenseBenefit,4000.000,,,,
DeferredForeignIncomeTaxExpenseBenefit,-141000.000,,,,
DeferredIncomeTaxExpenseBenefit,-141000.000,,,,
DeferredTaxExpenseFromStockOptionsExercised,,47800000.000,47800000.000,47800000.000,47800000.000
Depreciation,2600000.000,,,,
DepreciationAndAmortization,2755000.000,,,,
DividendsCommonStockCash,,413300000.000,413300000.000,,
EarningsPerShareBasic,-0.450,,,,
EarningsPerShareDiluted,-0.450,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000
GeneralAndAdministrativeExpense,8759000.000,,,,
GrossProfit,32954000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12860000.000,,,,
IncomeTaxExpenseBenefit,64000.000,,,,
IncomeTaxExpenseBenefitContinuingOperations,64000.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-4500000.000,,,,
IncomeTaxReconciliationOtherReconcilingItems,426000.000,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-407000.000,,,,
IncomeTaxesPaid,257000.000,,,,
IncreaseDecreaseInAccountsPayable,-232000.000,,,,
IncreaseDecreaseInAccountsReceivable,-1009000.000,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,862000.000,,,,
IncreaseDecreaseInDeferredRevenue,-1613000.000,,,,
IncreaseDecreaseInIntangibleAssetsCurrent,,,2790000.000,580000.000,4830000.000
IncreaseDecreaseInInventories,-2284000.000,,,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,1110000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-49000.000,,,,
IncreaseDecreaseInRestructuringReserve,-294000.000,,,,
InterestAndOtherIncome,1098000.000,,,,
InventoryWriteDown,596000.000,,,,
LiquidationBasisOfAccountingRemeasurementGainLossOnAccruedCostsToDisposeOfAssetsAndLiabilities,,,-458000.000,210000.000,
LiquidationBasisOfAccountingRemeasurementGainLossOnAsset,,,2990000.000,90000.000,
LossContingencyDamagesSoughtValue,,894598.000,890000.000,,
