,2011-09-30,2012-03-31
AmortizationOfFinancingCostsAndDiscounts,,11457000.000
AssetRetirementObligationAccretionExpense,3722000.000,3804000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,159065000.000
ComprehensiveIncomeNetOfTax,-14980000.000,-131260000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1574000.000,-117702000.000
DeferredIncomeTaxExpenseBenefit,44136000.000,10551000.000
DepreciationDepletionAndAmortization,77715000.000,84906000.000
DividendsPreferredStock,6725000.000,6179000.000
EarningsPerShareBasic,-0.110,-2.830
EarningsPerShareDiluted,-0.110,-2.830
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,96000.000
ExplorationAndProductionRevenue,170135000.000,146613000.000
ExplorationExpense,66000.000,389000.000
GainLossOnOilAndGasHedgingActivity,86693000.000,-58971000.000
GainLossOnSaleOfOilAndGasProperty,1000000.000,
GeneralAndAdministrativeExpense,13540000.000,17956000.000
ImpairmentOfOilAndGasProperties,,1202000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,55099000.000,-120970000.000
IncomeTaxExpenseBenefit,44136000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,83780000.000
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,,-7606000.000
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,11707000.000
IncreaseDecreaseInRestrictedCash,,-5073000.000
InterestExpenseDebt,77356000.000,73854000.000
InvestmentIncomeInterest,68000.000,40000.000
LeaseOperatingExpense,27707000.000,26905000.000
MinorityInterestInNetIncomeLossLimitedPartnerships,9829000.000,7379000.000
NetCashProvidedByUsedInFinancingActivities,,250198000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,250198000.000
NetCashProvidedByUsedInInvestingActivities,,-192132000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-192132000.000
NetCashProvidedByUsedInOperatingActivities,,100903000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,100903000.000
NetIncomeLoss,-5591000.000,-145079000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,90946000.000
NonoperatingIncomeExpense,9405000.000,-132785000.000
OperatingExpenses,124441000.000,134798000.000
OperatingIncomeLoss,45694000.000,11815000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-9389000.000,13819000.000
OtherNoncashIncomeExpense,,-29000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,6313000.000
PaymentsOfFinancingCosts,,50000.000
PaymentsToAcquireOilAndGasProperty,,197205000.000
PaymentsToMinorityShareholders,,9253000.000
ProceedsFromIssuanceOfOtherLongTermDebt,,183775000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,148243000.000
ProceedsFromRepaymentsOfShortTermDebt,,-12157000.000
ProceedsFromStockOptionsExercised,,13000.000
ProfitLoss,10963000.000,-131521000.000
RepaymentsOfOtherLongTermDebt,,59218000.000
RepaymentsOfSecuredDebt,,7875000.000
ShareBasedCompensation,,1599000.000
UnrealizedGainLossOnDerivatives,,-39197000.000
WeightedAverageNumberOfDilutedSharesOutstanding,51113000.000,51328000.000
WeightedAverageNumberOfSharesOutstandingBasic,51113000.000,51328000.000
