,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3968000.000,15575000.000,18575000.000,20262000.000,26338000.000,24542000.000,9769000.000,3075000.000,-11866000.000,-9885000.000,-34421000.000,-28149000.000,-29947000.000,-20889000.000,-11390000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,,,-0.380
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,-1.420,-1.170,-1.240,-0.720,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,-1.420,-1.170,-1.240,-0.720,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,226000.000,5253000.000,35072000.000,-106000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,0.010,0.220,1.450,-0.050,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,0.010,0.220,1.450,-0.050,
IncomeTaxExpenseBenefit,95000.000,171000.000,89000.000,170000.000,255000.000,124000.000,278000.000,191000.000,32000.000,3000.000,20000.000,1000.000,8000.000,-220000.000,0.000
IncomeTaxesPaid,,,,,,,244000.000,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,-67000.000,,,,15000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1801000.000,,,,13000.000,,,,-11016000.000,,,,4194000.000
IncreaseDecreaseInAccountsReceivable,,,18163000.000,,,,-8574000.000,,,,-14513000.000,,,,15609000.000
IncreaseDecreaseInInventories,,,-14607000.000,,,,-1952000.000,,,,-8343000.000,,,,-4204000.000
IncreaseDecreaseInOtherOperatingAssets,,,4000.000,,,,3578000.000,,,,-688000.000,,,,-210000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1651000.000,,,,3456000.000,,,,-114000.000,,,,784000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,-2000.000,,,,0.000,,,,,,,,
InterestExpense,3450000.000,1645000.000,1584000.000,1943000.000,1479000.000,2388000.000,3129000.000,2632000.000,3275000.000,3518000.000,4594000.000,5283000.000,8014000.000,3448000.000,3198000.000
InterestPaidNet,,,963000.000,,,,2485000.000,,,,6326000.000,,,,2921000.000
InventoryWriteDown,,,,,,,,,,,,,,,0.000
LossOnContractTermination,,,,,,,,1400000.000,1400000.000,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,3041000.000,,,,-392000.000,,,,-9509000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-10480000.000,,,,-20617000.000,,,,-2305000.000,,,,16426000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-10480000.000,,,,-20617000.000,,,,-2305000.000,,,,16426000.000
NetCashProvidedByUsedInInvestingActivities,,,-6119000.000,,,,-8937000.000,,,,-4913000.000,,,,-1392000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-6119000.000,,,,-8937000.000,,,,-4913000.000,,,,-1392000.000
NetCashProvidedByUsedInOperatingActivities,,,19640000.000,,,,29162000.000,,,,-2291000.000,,,,-12939000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,19640000.000,,,,29162000.000,,,,-2291000.000,,,,-12939000.000
NetIncomeLoss,-4063000.000,15404000.000,18486000.000,20092000.000,26083000.000,24418000.000,9491000.000,2884000.000,-11898000.000,-9888000.000,-34215000.000,-22897000.000,5117000.000,-20775000.000,-11390000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,0.640,0.770,0.830,1.080,1.020,0.390,0.120,-0.490,-0.410,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,0.640,0.770,0.830,1.080,1.020,0.390,0.120,-0.490,-0.410,,,,,
NonoperatingIncomeExpense,-4240000.000,-1527000.000,-1465000.000,-1911000.000,-2254000.000,-2375000.000,-3100000.000,-2617000.000,-3266000.000,-3526000.000,-4593000.000,-5281000.000,-11373000.000,-2563000.000,-3889000.000
OilAndGasSalesRevenue,168910000.000,221227000.000,,,,,,,,,,,,,
OperatingCostsAndExpenses,11084000.000,17663000.000,,,,,,,,,,,,,
OperatingIncomeLoss,272000.000,17102000.000,20040000.000,22173000.000,28592000.000,26917000.000,12869000.000,5692000.000,-8600000.000,-6359000.000,-29828000.000,-22868000.000,-18574000.000,-18326000.000,-7501000.000
OtherNoncashIncomeExpense,,,,,,,-19000.000,,,,-29000.000,,,,-29000.000
OtherNonoperatingIncomeExpense,117000.000,118000.000,119000.000,32000.000,-775000.000,13000.000,29000.000,15000.000,9000.000,-8000.000,1000.000,2000.000,-3359000.000,885000.000,-691000.000
OtherPaymentsToAcquireBusinesses,,,,,,,404000.000,,,,447000.000,,,,1519000.000
OtherSalesRevenueNet,5128000.000,12401000.000,,,,,,,,,,,,,
PartnersCapitalAccountDistributions,,,,,,,34020000.000,,,,,,,,
PartnersCapitalAccountExchangesAndConversions,,,,,,,,,,,,,,,6914000.000
PartnersCapitalAccountUnitBasedCompensation,,,2137000.000,,,,2292000.000,,,,340000.000,,,,347000.000
PartnersCapitalOther,,,,,,,,,,,,,,,58000.000
PaymentsOfCapitalDistribution,,,24016000.000,,,,34020000.000,,,,0.000,,,,
PaymentsOfFinancingCosts,,,79000.000,,,,0.000,,,,1053000.000,,,,163000.000
PaymentsToAcquireProductiveAssets,,,6122000.000,,,,8940000.000,,,,4916000.000,,,,1399000.000
ProceedsFromCollectionOfNotesReceivable,,,3000.000,,,,3000.000,,,,3000.000,,,,0.000
ProceedsFromLongTermCapitalLeaseObligations,,,-177000.000,,,,,,,,,,,,
ProceedsFromLongTermLinesOfCredit,,,47700000.000,,,,63800000.000,,,,5698000.000,,,,76100000.000
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,,,,,,-3000.000,,,,-63000.000
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,7000.000
PropertyPlantAndEquipmentAdditions,,,,,,,8940000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,,32000.000,,,,38000.000,,,,1708000.000,,,,0.000
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,340000.000,,,,0.000,,,,
RepaymentsOfLongTermLinesOfCredit,,,33803000.000,,,,49600000.000,,,,6500000.000,,,,57929000.000
RepaymentsOfOtherLongTermDebt,,,105000.000,,,,53000.000,,,,0.000,,,,
Revenues,204929000.000,270241000.000,274081000.000,298273000.000,296338000.000,242562000.000,203961000.000,200852000.000,176320000.000,130506000.000,29670000.000,24825000.000,31285000.000,42619000.000,75344000.000
SalesRevenueNet,204929000.000,270241000.000,274081000.000,298273000.000,296338000.000,242562000.000,203961000.000,200852000.000,176320000.000,130506000.000,29670000.000,24825000.000,31285000.000,42619000.000,75344000.000
SellingGeneralAndAdministrativeExpense,4832000.000,5673000.000,8475000.000,8994000.000,9559000.000,11695000.000,9603000.000,8179000.000,7693000.000,7644000.000,6775000.000,4459000.000,4697000.000,5020000.000,5878000.000
ShareBasedCompensation,1221000.000,2300000.000,2137000.000,,,,2292000.000,,,,340000.000,,,,347000.000
UnrealizedGainLossOnDerivatives,,,,,,,-384000.000,,,,-84000.000,,,,149000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,24015662.000,24015562.000,24136022.000,24115926.000,-48197092.000,24128009.000,24131302.000,24159656.000,-48445117.000,24181071.000,24188605.000,24220344.000,-47719762.000,
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,24021289.000,24025226.000,24144150.000,24116386.000,-48209325.000,24130565.000,24133813.000,24159656.000,-48450184.000,24181071.000,24188605.000,24220344.000,-47719762.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,,30061022.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,23930483.000,24119972.000,,,,,,
WeightedAverageNumerDilutedLimitedPartnershipUnitsOutstandingAdjustment,,5627.000,9664.000,8128.000,460.000,-12233.000,2556.000,2511.000,0.000,-5067.000,0.000,0.000,0.000,0.000,
