,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,,,,,,24000.000,,,,60000.000
AmortizationOfFinancingCostsAndDiscounts,,,225000.000,,,,266000.000,,,,465000.000,,,,663000.000
AmortizationOfIntangibleAssets,,2800000.000,2100000.000,,,,1700000.000,,,,2200000.000,,,,800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,0.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,-4853000.000,15404000.000,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,242044000.000,270241000.000,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,1485000.000,,,,316000.000,,,,2986000.000,,,,1561000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,2095000.000
CostOfGoodsSold,171676000.000,221073000.000,239796000.000,261395000.000,251766000.000,197049000.000,,,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,,,168330000.000,176933000.000,169765000.000,120797000.000,43790000.000,38354000.000,40500000.000,51263000.000,72311000.000
CostsAndExpenses,204657000.000,253139000.000,254041000.000,276100000.000,267746000.000,215645000.000,191092000.000,195160000.000,184920000.000,136865000.000,59498000.000,47693000.000,49859000.000,60945000.000,82845000.000
CurrentForeignTaxExpenseBenefit,,,,,,,9000.000,,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,6400000.000,,,,,,,,,,,,,,
DefinedContributionPlanCostRecognized,,,200000.000,,,,300000.000,,,,,,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,1.000,,,,1.000,,,,1.000,,,,1.000
Depletion,8700.000,9000.000,,,,,,,,,,,,,
DepreciationAndAmortization,4922000.000,6390000.000,5770000.000,5711000.000,6421000.000,6901000.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,5770000.000,,,,6440000.000,7355000.000,7530000.000,7116000.000,4907000.000,4870000.000,4687000.000,4662000.000,4656000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,31699000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,232000.000,5258000.000,3381000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,,,3373000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,6000.000,5000.000,8000.000,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,75700000.000,93844000.000,63481000.000,,
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,,,,,,2354000.000,0.000,0.000,,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,1598000.000,2194000.000,-211000.000,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,597000.000,686000.000,444000.000,,
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,0.000,0.000,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,80481000.000,101982000.000,67095000.000,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,-6719000.000,-2693000.000,68000.000,-1308000.000,-4026000.000,-10000.000,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,0.700,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,-1.410,-0.950,0.210,-0.770,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,-0.380
EarningsPerShareDiluted,,,,,,,,,,,-1.410,-0.950,0.210,-0.770,
EffectiveIncomeTaxRateContinuingOperations,0.350,0.350,0.350,,,,0.350,,,,0.220,,,,
ExciseAndSalesTaxes,12885000.000,12610000.000,11905000.000,13292000.000,13688000.000,11231000.000,11795000.000,12520000.000,14264000.000,12360000.000,13083000.000,13405000.000,9168000.000,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,,,0.000,,,,
FuelCosts,12900000.000,12600000.000,,,,,,,,,,,,,
GainLossOnContractTermination,,,,,,,,,,,,,25000.000,,0.000
GainLossOnDispositionOfAssets,,4000.000,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,-8000.000,,,,0.000,,,,6000.000
GainsLossesOnExtinguishmentOfDebt,-907000.000,,,,,,,,,,,,,,
GainsLossesOnRestructuringOfDebt,,,,0.000,0.000,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,-34441000.000,-28150000.000,-29955000.000,-20669000.000,-11390000.000
