,2011-12-31,2012-12-31,2013-12-31
AmortizationOfIntangibleAssets,8535.000,8768.000,8999.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-348484.000,116453.000,-148677.000
ComprehensiveIncomeNetOfTax,-2654189.000,-5693636.000,-1471188.000
CostOfGoodsAndServicesSold,4780016.000,1354488.000,
CostOfRevenue,,,493310.000
Depreciation,570714.000,644573.000,194127.000
EarningsPerShareBasicAndDiluted,-0.120,-0.250,-0.060
EffectOfExchangeRateOnCashAndCashEquivalents,3179.000,7689.000,-9347.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.250,
ForeignCurrencyTransactionGainLossBeforeTax,-2609.000,,
GeneralAndAdministrativeExpense,737890.000,709955.000,459513.000
GrossProfit,-1497746.000,-704872.000,-334235.000
ImpairmentOfLongLivedAssetsHeldForUse,,3755416.000,
IncomeTaxExpenseBenefitContinuingOperations,,0.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1418902.000,329139.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,563327.000,121915.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1982229.000,-451054.000
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInAccountsPayable,-499933.000,-55728.000,-134505.000
IncreaseDecreaseInAccountsReceivable,291732.000,-100797.000,-179892.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,506239.000,295641.000,372832.000
IncreaseDecreaseInInventories,548192.000,852813.000,-285136.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,123045.000,-13604.000,-6444.000
InterestExpenseRelatedParty,,,499078.000
InterestIncomeExpenseNet,,,-1180.000
InterestIncomeExpenseNonoperatingNet,-458377.000,-486999.000,
InterestPaid,114431.000,36688.000,
InventoryWriteDown,310920.000,403501.000,176432.000
NetCashProvidedByUsedInFinancingActivities,3273417.000,1353837.000,105886.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3273417.000,1353837.000,105886.000
NetCashProvidedByUsedInInvestingActivities,-854189.000,44064.000,-20840.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-854189.000,44064.000,-20840.000
NetCashProvidedByUsedInOperatingActivities,-2770891.000,-1289137.000,-224376.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2770891.000,-1289137.000,-224376.000
NetIncomeLoss,-2704397.000,-5663510.000,-1288725.000
NonoperatingIncomeExpense,,,8829.000
OperatingExpenses,771732.000,4487771.000,463061.000
OperatingIncomeLoss,-2269478.000,-5192643.000,-797296.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,50208.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-30126.000,-182463.000
OtherNonoperatingIncome,26067.000,16132.000,
PaymentsToAcquirePropertyPlantAndEquipment,854189.000,106508.000,20840.000
ProceedsFromRelatedPartyDebt,,,105886.000
ProceedsFromRepaymentsOfShortTermDebt,-1701991.000,,
ProvisionForDoubtfulAccounts,,60614.000,-25008.000
RelatedPartyTransactionRate,,0.035,
RepaymentOfNotesReceivableFromRelatedParties,4975408.000,1829328.000,
RepaymentsOfShortTermDebt,,475491.000,
Revenues,3282270.000,649616.000,159075.000
SalesRevenueNet,3282270.000,649616.000,159075.000
SellingExpense,33842.000,22400.000,3548.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,22599974.000,22599974.000
