,2012-04-29,2013-04-28,2014-04-27
AdjustmentsToAdditionalPaidInCapitalOther,,,700000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,10600000.000
AmortizationOfFinancingCosts,,,19800000.000
AmortizationOfIntangibleAssets,,,45300000.000
BusinessAcquisitionsProFormaRevenue,,,2240300000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,2800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-481400000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,6500000.000
ComprehensiveIncomeNetOfTax,,,-105400000.000
CostOfGoodsSold,,2718700000.000,1408800000.000
CurrentFederalTaxExpenseBenefit,,,9000000.000
CurrentIncomeTaxExpenseBenefit,,,9200000.000
DeferredFederalIncomeTaxExpenseBenefit,,,-9400000.000
DeferredIncomeTaxExpenseBenefit,,,-6100000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,-14700000.000,3500000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,-1100000.000,700000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,17900000.000,4200000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,1400000.000,900000.000
DefinedBenefitPlanTargetPlanAssetAllocations,,1.000,1.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,8000000.000
DefinedContributionPlanCostRecognized,,,5100000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,15000000.000,10000000.000
DepreciationAndAmortization,,,39200000.000
DepreciationDepletionAndAmortization,,,127500000.000
DerivativeGainLossOnDerivativeNet,,,-10900000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,14900000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-700000.000,-75100000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,-1000000.000,47300000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,365500000.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,22200000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,1330700000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,1700000.000
ForeignCurrencyTransactionGainLossBeforeTax,,,-2700000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,2000000.000
GainLossOnPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,-12900000.000
GainLossOnSaleOfBusiness,,,1200000.000
GainLossOnSaleOfPropertyPlantEquipment,,1700000.000,-7700000.000
GainsLossesOnExtinguishmentOfDebt,,,-37100000.000
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,94200000.000,
GoodwillPeriodIncreaseDecrease,,,137300000.000
GrossProfit,,1100700000.000,781300000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,193800000.000
IncomeLossFromContinuingOperations,,91900000.000,-7800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-5900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-4700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,1200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,139100000.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,,300000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-122400000.000
IncomeTaxExpenseBenefit,,47200000.000,3100000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,3200000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-1600000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,,1600000.000
IncomeTaxReconciliationOtherAdjustments,,,-600000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,500000.000
IncomeTaxesPaidNet,,24800000.000,422300000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-37400000.000
IncreaseDecreaseInAccountsReceivable,,,26600000.000
IncreaseDecreaseInInventories,,,219100000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,17100000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-1500000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,31800000.000
InterestExpense,,257900000.000,219200000.000
InterestPaid,,,210900000.000
LineOfCreditFacilityCommitmentFeePercentage,,0.005,0.003
MarketingAndAdvertisingExpense,,,154400000.000
MultiemployerPlanPeriodContributions,,,1900000.000
NetCashProvidedByUsedInFinancingActivities,,,-1379500000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1379500000.000
NetCashProvidedByUsedInInvestingActivities,,,1305500000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,1305500000.000
NetCashProvidedByUsedInOperatingActivities,,,-409100000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-409100000.000
NetIncomeLoss,,92200000.000,-130200000.000
OperatingIncomeLoss,,384500000.000,254800000.000
OperatingLeasesRentExpenseContingentRentals,,,6500000.000
OperatingLeasesRentExpenseMinimumRentals,,,26800000.000
OperatingLeasesRentExpenseNet,,,33300000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,,-15100000.000
