,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-63457.000,-110549.000
EarningsPerShareBasicAndDiluted,,-0.010
ExplorationExpense,,64043.000
GeneralAndAdministrativeExpense,42871.000,40937.000
IncomeLossFromContinuingOperations,-42871.000,-104980.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-42233.000,-104697.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-6724.000,-280.000
IncreaseDecreaseInOtherNoncurrentAssets,-20000.000,-5572.000
IncreaseDecreaseInPrepaidExpense,5500.000,
InterestAndOtherIncome,638.000,283.000
InterestIncomeOperating,638.000,283.000
NetCashProvidedByUsedInInvestingActivities,-20000.000,-5572.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-20000.000,-5572.000
NetCashProvidedByUsedInOperatingActivities,-43457.000,-104977.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-43457.000,-104977.000
NetIncomeLoss,-42233.000,-104697.000
OperatingExpenses,42871.000,104980.000
OtherOperatingIncomeExpenseNet,,-104697.000
ProfitLoss,-42233.000,-104697.000
WeightedAverageNumberOfSharesIssuedBasic,,12180000.000
