,2011-12-31,2012-12-31
AdjustmentForAmortization,786.000,5972.000
AssetImpairmentCharges,,481353.000
CashPeriodIncreaseDecrease,16917.000,-17975.000
CostOfRevenue,,-451600.000
EarningsPerShareBasicAndDiluted,,-0.010
GeneralAndAdministrativeExpense,37371.000,26552.000
GoodwillImpairmentLoss,,481353.000
ImpairmentOfInvestments,,481353.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-195029.000,-698906.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,-932953.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,146227.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-174318.000
IncomeTaxReconciliationNondeductibleExpenseOther,,14.000
IncomeTaxesPaid,,16547.000
IncreaseDecreaseInAccountsPayable,-7421.000,4709.000
IncreaseDecreaseInAccountsPayableRelatedParties,1101.000,-11.000
IncreaseDecreaseInAccruedLiabilities,2809.000,23455.000
IncreaseDecreaseInNotesPayableRelatedParties,,-2500.000
IncreaseDecreaseInPrepaidExpense,800.000,
InterestExpense,2984.000,16547.000
NetCashProvidedByUsedInFinancingActivities,513000.000,182000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,513000.000,182000.000
NetCashProvidedByUsedInInvestingActivities,-302145.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-302145.000,
NetCashProvidedByUsedInOperatingActivities,-193938.000,-199975.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-193938.000,-199975.000
NetIncomeLoss,-223013.000,-932953.000
NonoperatingIncomeExpense,-27984.000,-234047.000
OperatingExpenses,195029.000,698906.000
PaymentsToAcquireIntangibleAssets,2145.000,
ProceedsFromIssuanceOfCommonStock,425000.000,
ProceedsFromNotesPayable,,252500.000
ProceedsFromRelatedPartyDebt,130000.000,83500.000
ProfessionalFees,47528.000,45549.000
ProfitLoss,,-932953.000
RepaymentsOfRelatedPartyDebt,42000.000,151500.000
ResearchAndDevelopmentExpense,91344.000,112480.000
ShareBasedCompensation,6000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,174304.000
