,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2014-09-30,2015-06-30,2015-09-30,2016-03-31,2016-06-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-176072.000,,-299512.000,,,,-176298.000,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,,0.000,0.000
AmortizationOfDebtDiscountPremium,,,,10758.000,,,,94342.000,
AmortizationOfFinancingCosts,,,,,,116944.000,43821.000,,
AmortizationOfIntangibleAssets,,112948.000,,32499.000,,,,32500.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,6178233.000,,,,39000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-18220.000,,103919.000,,,,-86236.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,48063.000,,,,,
ComprehensiveIncomeNetOfTax,,,,,,-353472.000,-989425.000,-235646.000,-917184.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-227794.000,-917870.000
CostOfRevenue,1677232.000,2035497.000,1652778.000,1501993.000,1182797.000,1249100.000,1288495.000,1215903.000,926009.000
DebtInstrumentConvertibleStockPriceTrigger,,,,,,,,0.100,
DeferredIncomeTaxExpenseBenefit,,-32396.000,,,,,,,
Depreciation,,56681.000,,56672.000,,,,89573.000,
DepreciationAndAmortization,104727.000,80448.000,80448.000,,,,,,
DepreciationAndAmortizationDiscontinuedOperations,,,,80448.000,,,,,
DerivativeGainLossOnDerivativeNet,,,,,311527.000,216063.000,37091.000,-7562.000,205.000
DerivativeInstrumentsGainRecognizedInIncome,,11783.000,8483.000,-6825.000,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,-68138.000,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,-65320.000,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,-32397.000,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,324836.000,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,306238.000,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,-2818.000,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,291110.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,631074.000,,,,,
Dividends,,,,,,,,6277.000,
DividendsPreferredStockCash,,,,,6277.000,6277.000,6277.000,6277.000,6277.000
EarningsPerShareBasic,-0.030,0.000,-0.000,0.000,,-0.010,-0.020,0.000,-0.010
EarningsPerShareDiluted,-0.030,0.000,0.000,0.000,,-0.010,-0.020,0.000,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,-7852.000,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,0.021,
FairValueAssumptionsWeightedAverageVolatilityRate,,,,,,,,2.218,
FinancialServicesCosts,,,,3267.000,,,,,
GrossProfit,868197.000,1359841.000,1078821.000,681793.000,847802.000,1166107.000,613235.000,1214245.000,391907.000
IncomeLossAttributableToNoncontrollingInterest,-3147.000,,,,,,,,
IncomeLossAttributableToParent,,-3636.000,-139716.000,,,,,,
IncomeLossFromContinuingOperations,,,,-81085.000,-314791.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-81085.000,-314791.000,-347295.000,-994571.000,-227794.000,-917870.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1014673.000,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,-0.010,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,-0.010,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-35741.000,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,0.000,,,,
IncomeTaxExpenseBenefit,-85504.000,-32396.000,-32399.000,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,57998.000,,23896.000,,,,180035.000,
IncreaseDecreaseInAccountsReceivable,,435581.000,,568500.000,,,,217492.000,
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,167448.000,
IncreaseDecreaseInCustomerAdvances,,63181.000,,128305.000,,,,-201851.000,
IncreaseDecreaseInDeferredRevenue,,7500.000,,0.000,,,,-58011.000,
IncreaseDecreaseInOtherCurrentAssets,,-3960.000,,-4447.000,,,,5471.000,
InterestExpense,105274.000,107988.000,124773.000,89302.000,107859.000,177646.000,205946.000,215484.000,330922.000
InterestPaid,,91315.000,,61488.000,,,,103879.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,0.000,
LeaseAndRentalExpense,,,,,25755.000,,,27853.000,
NetCashProvidedByUsedInFinancingActivities,,168420.000,,535662.000,,,,327232.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,168420.000,,535662.000,,,,327232.000,
NetCashProvidedByUsedInInvestingActivities,,-39328.000,,-63467.000,,,,-1524.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-39328.000,,-63467.000,,,,-1524.000,
NetCashProvidedByUsedInOperatingActivities,,-147312.000,,-380597.000,,,,-404092.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-147312.000,,-380597.000,,,,-404092.000,
NetIncomeLoss,,28760.000,-107317.000,-116827.000,-314791.000,-347295.000,-994571.000,-227794.000,-917870.000
NetIncomeLossAvailableToCommonStockholdersBasic,-935446.000,22483.000,-113594.000,,-321068.000,-353572.000,-1000848.000,-234071.000,-924147.000
NonoperatingIncomeExpense,-22915.000,-96205.000,-116290.000,-99394.000,177835.000,-78527.000,-212676.000,-223046.000,-248303.000
OperatingExpenses,1863102.000,1267272.000,1102247.000,663484.000,1340428.000,1434875.000,1395130.000,1218993.000,1061474.000
OperatingIncomeLoss,-994905.000,92569.000,-23426.000,18309.000,-492626.000,-268768.000,-781895.000,-4748.000,-669567.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,-6177.000,5146.000,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,,7852.000,-686.000
OtherIncome,,,,,0.000,,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,82414.000
PaymentsOfFinancingCosts,,,,,,,,21815.000,
PaymentsToAcquireMachineryAndEquipment,,39328.000,,63467.000,,,,1524.000,
PreferredStockDividendsIncomeStatementImpact,6277.000,6277.000,6277.000,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,175000.000,,,,,,,
ProceedsFromNotesPayable,,,,580400.000,,,,375000.000,
ProceedsFromRepaymentsOfDebt,,-11892.000,,-4651.000,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,67093.000,,22292.000,,,,,
ProceedsFromSaleAndCollectionOfNotesReceivable,,,,,,,,0.000,
ProfitLoss,-929169.000,28760.000,-107317.000,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,8119.000,
RepaymentsOfLongTermCapitalLeaseObligations,,5426.000,,6027.000,,,,1091.000,
RepaymentsOfNotesPayable,,56355.000,,56352.000,,,,24862.000,
ResearchAndDevelopmentExpense,192930.000,174583.000,160876.000,149805.000,228838.000,291981.000,282095.000,273465.000,269120.000
Revenues,2545429.000,3395338.000,2731599.000,2183786.000,2030599.000,2415207.000,1901730.000,2430148.000,1317916.000
SalesRevenueNet,2545429.000,3395338.000,2731599.000,2183786.000,2030599.000,2415207.000,1901730.000,2430148.000,1317916.000
SellingGeneralAndAdministrativeExpense,1565445.000,1012241.000,860923.000,513680.000,1111590.000,1142894.000,1113035.000,945528.000,792354.000
ShareBasedCompensation,,1421.000,,2319.000,,,,61844.000,
WeightedAverageNumberOfDilutedSharesOutstanding,29364488.000,36606689.000,30917270.000,32316509.000,48612617.000,59545328.000,63223840.000,94833865.000,9798942.000
WeightedAverageNumberOfSharesOutstandingBasic,29364488.000,29548522.000,30917270.000,32316509.000,48612617.000,59545328.000,63223840.000,94833865.000,9798942.000
