,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,108100.000,204200.000,512000.000,734500.000,996600.000,1209800.000,1496600.000
AccruedLiabilitiesCurrent,17800.000,14800.000,8600.000,19400.000,20500.000,12000.000,1800.000,4300.000,3300.000,13100.000,8800.000,18900.000,6000.000,8200.000,9100.000,11900.000,5100.000,14500.000,11300.000,16700.000,12000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,201400.000,170200.000,72700.000,59600.000,48100.000,30000.000,-9400.000,-12800.000,-8700.000,-4900.000,-2900.000,-5800.000,-6600.000,-4800.000,4300.000,3400.000,2400.000,1600.000,1000.000,700.000,400.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,3193400.000,3239900.000,3365300.000,3408200.000,3451000.000,3493900.000,3420800.000,3467300.000,3513800.000,3560300.000,3353100.000,3402900.000,3452600.000,3502400.000,5266600.000,5341900.000,5417200.000,5492500.000,5567900.000,5613900.000,5659800.000
Assets,6933100.000,6719300.000,6336000.000,6111900.000,5808300.000,5580100.000,5126700.000,4894800.000,4678000.000,4478700.000,4209100.000,4233000.000,4286600.000,4154300.000,2934300.000,2912500.000,3075500.000,2457500.000,2613100.000,2736100.000,2864200.000
AssetsCurrent,762500.000,745000.000,478200.000,407600.000,270900.000,213900.000,154300.000,136800.000,169700.000,208600.000,232300.000,289900.000,388000.000,297900.000,333500.000,334900.000,523000.000,639300.000,76500.000,68200.000,66000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,0.000,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,48277800.000,,,,49013700.000,,,,52104800.000,,,,52564000.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,4962400.000,,,,3969800.000,,,,2593100.000,,,,1815400.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,1131600.000,,,,1131600.000,,,,1131600.000,,,,1126100.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,52108600.000,,,,51851900.000,,,,53566300.000,,,,53253300.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,129700.000,138700.000,57100.000,83800.000,0.000,0.000,0.000,0.000,,,5600.000,42500.000,123300.000,80900.000,,,0.000,0.000,0.000,,
DerivativeAssetFairValueNet,,,,,,15800.000,12500.000,,8200.000,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,21800.000,7700.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,21800.000,7700.000
DerivativeFairValueOfDerivativeNet,,,,,,,12500.000,8700.000,8200.000,8700.000,8400.000,7000.000,6100.000,8100.000,17000.000,18200.000,14300.000,15200.000,25600.000,,
