,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,36000.000,,,,
AccountsReceivableNet,43000.000,,,,
AccountsReceivableNetCurrent,,23000.000,35000.000,61000.000,78000.000
AccruedLiabilitiesCurrent,472000.000,537000.000,154000.000,112000.000,330000.000
AssetRetirementObligation,,,,,651000.000
AssetRetirementObligationCurrent,409000.000,278000.000,305000.000,305000.000,421000.000
AssetRetirementObligationsNoncurrent,179000.000,180000.000,231000.000,231000.000,230000.000
Assets,5590000.000,5392000.000,5386000.000,5340000.000,4464000.000
AssetsCurrent,3320000.000,3112000.000,2395000.000,2437000.000,1741000.000
CashAndCashEquivalentsAtCarryingValue,2034000.000,1948000.000,2014000.000,2058000.000,1240000.000
CashUninsuredAmount,,,,,800000.000
CommonStockSharesAuthorized,534.000,534.000,,,
CommonStockSharesIssued,480.705,480.705,,,
CommonStockSharesOutstanding,480.705,480.705,,,
Liabilities,1096000.000,995000.000,690000.000,648000.000,981000.000
LiabilitiesAndStockholdersEquity,5590000.000,5392000.000,5386000.000,5340000.000,4464000.000
LiabilitiesCurrent,917000.000,815000.000,459000.000,417000.000,751000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,2325000.000,2380000.000,2438000.000,2527000.000,2597000.000
OilAndGasPropertySuccessfulEffortMethodNet,2270000.000,2280000.000,2198000.000,2105000.000,2036000.000
OtherAssetsCurrent,14000.000,30000.000,41000.000,13000.000,2000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,4595000.000,4660000.000,4634000.000,4632000.000,4633000.000
StockholdersEquity,4494000.000,4397000.000,4696000.000,4692000.000,3483000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4494000.000,4397000.000,4696000.000,4692000.000,3483000.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,,,2000.000,,
