,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,11700000.000,11200000.000,11800000.000,15200000.000,8800000.000,7600000.000,10100000.000,12300000.000,10600000.000,10500000.000,11800000.000,11600000.000,9100000.000,11500000.000,11900000.000,12900000.000,10500000.000,8400000.000,10200000.000,9300000.000,9100000.000,9000000.000,9000000.000,9500000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,14500000.000,24500000.000,4200000.000,21200000.000,2600000.000,10600000.000,10200000.000,9500000.000,14500000.000,1300000.000,4800000.000,9200000.000,9100000.000,6200000.000,13500000.000,9400000.000,3900000.000,5200000.000,4900000.000,4800000.000,6800000.000,16700000.000,,
AllocatedShareBasedCompensationExpense,11700000.000,11200000.000,11800000.000,15600000.000,8800000.000,7600000.000,10100000.000,12300000.000,10600000.000,10500000.000,11800000.000,11600000.000,9100000.000,11500000.000,11900000.000,12900000.000,12500000.000,8400000.000,10200000.000,9300000.000,9100000.000,9000000.000,9000000.000,9500000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,7700000.000,9800000.000,5700000.000,4900000.000,6500000.000,7800000.000,6800000.000,6700000.000,7500000.000,7700000.000,5900000.000,7300000.000,7900000.000,8200000.000,8100000.000,5500000.000,6700000.000,6000000.000,5900000.000,5900000.000,6000000.000,6200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2100000.000,2100000.000,4100000.000,2200000.000,4000000.000,-6700000.000,5100000.000,2200000.000,1100000.000,-6300000.000,800000.000,800000.000,700000.000,-1700000.000,400000.000,200000.000,200000.000,-600000.000,300000.000,200000.000,200000.000,-500000.000,200000.000,0.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,85900000.000,,,,0.000,,,,,,17900000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-15200000.000,,,,91200000.000,,,,-62800000.000,,,,-97800000.000,,,,72700000.000,,,,-664000000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,69500000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,-800000.000,,,,9800000.000,,,,0.000,,,,0.000,,,,-19400000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,5200000.000,,,,700000.000,,,,0.000,,,,0.000,,,,-59600000.000,
