,2011-06-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-737000.000
AdvertisingRevenue,38239000.000,34250000.000
AmortizationOfFinancingCosts,,66000.000
CapitalExpendituresIncurredButNotYetPaid,,404000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-49000.000
DeferredIncomeTaxExpenseBenefit,,-1239000.000
DepreciationAndAmortization,,1874000.000
DepreciationDepletionAndAmortization,2093000.000,1874000.000
GainLossOnDispositionOfProperty,,-175000.000
GainsLossesOnExtinguishmentOfDebt,0.000,
ImpairmentOfLongLivedAssetsHeldForUse,,2400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1692000.000,-2926000.000
IncomeTaxExpenseBenefit,-453000.000,-1018000.000
IncreaseDecreaseInAccountsPayable,,881000.000
IncreaseDecreaseInAccountsReceivable,,-3411000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,220000.000
IncreaseDecreaseInDeferredRevenue,,422000.000
IncreaseDecreaseInDueToAffiliatesCurrent,,60000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,1516000.000
IncreaseDecreaseInInterestPayableNet,,-187000.000
IncreaseDecreaseInInventories,,75000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,-102000.000
IncreaseDecreaseInOtherOperatingAssets,,-141000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,243000.000
InterestExpense,-2561000.000,-2528000.000
InterestPaid,,1895000.000
InvestmentIncomeInterest,0.000,-1000.000
LaborAndRelatedExpense,23173000.000,20550000.000
NetCashProvidedByUsedInFinancingActivities,,-7423000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-7423000.000
NetCashProvidedByUsedInInvestingActivities,,-959000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-959000.000
NetCashProvidedByUsedInOperatingActivities,,8333000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,8333000.000
NetIncomeLoss,-1239000.000,-1908000.000
NonoperatingIncomeExpense,-2474000.000,2487000.000
OperatingExpenses,54937000.000,52292000.000
OperatingIncomeLoss,782000.000,-439000.000
OtherCostAndExpenseOperating,24060000.000,22642000.000
OtherNonoperatingIncomeExpense,-87000.000,-40000.000
OtherSalesRevenueNet,2511000.000,2964000.000
PaymentsToAcquirePropertyPlantAndEquipment,,963000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,4000.000
ProvisionForDoubtfulAccounts,,184000.000
RepaymentsOfNotesPayable,,7423000.000
Revenues,55719000.000,51853000.000
SalesRevenueNet,55719000.000,51853000.000
SubscriptionRevenue,14969000.000,14639000.000
SuppliesExpense,5611000.000,4826000.000
