,2011-12-31,2012-12-31,2013-12-31
AssetRetirementObligationAccretionExpense,20220.000,21120.000,21992.000
AssetRetirementObligationLiabilitiesIncurred,,,3954.000
AssetRetirementObligationRevisionOfEstimate,,,-3048.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3231.000,-1146.000,189.000
CostsAndExpenses,683499.000,678483.000,675196.000
CostsIncurredDevelopmentCosts,,40504.000,320.000
DepreciationDepletionAndAmortization,137466.000,153936.000,133982.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,13.430
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,15.990,
GeneralAndAdministrativeExpense,65899.000,54383.000,52300.000
IncreaseDecreaseInDueFromAffiliatesCurrent,-42595.000,-23067.000,-9118.000
IncreaseDecreaseInDueToAffiliatesCurrent,-7832.000,35428.000,-41195.000
IncreaseDecreaseInPrepaidTaxes,1928.000,-1928.000,-186.000
InvestmentIncomeInterest,616.000,,
LeaseOperatingExpense,378902.000,405199.000,419306.000
NaturalGasProductionRevenue,967452.000,590786.000,645400.000
NetCashProvidedByUsedInFinancingActivities,-662485.000,-257024.000,-215923.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-662485.000,-257024.000,-215923.000
NetCashProvidedByUsedInInvestingActivities,-2407.000,-40504.000,-320.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2407.000,-40504.000,-320.000
NetCashProvidedByUsedInOperatingActivities,661661.000,296382.000,216432.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,661661.000,296382.000,216432.000
NetIncomeLoss,471140.000,60903.000,92349.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,29.310,3.790,5.750
OilAndCondensateRevenue,186571.000,148600.000,122145.000
PartnersCapitalAccountDistributions,662485.000,257024.000,215923.000
PaymentsOfCapitalDistribution,662485.000,257024.000,215923.000
PaymentsToExploreAndDevelopOilAndGasProperties,,40504.000,320.000
ProductionTaxExpense,81012.000,43845.000,47616.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,,21120.000,21992.000
Revenues,1154639.000,739386.000,767545.000
SalesRevenueNet,1154639.000,739386.000,767545.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,16072.000,16072.000,16072.000
