,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,-64198.000,427912.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-6270.000,48563.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-70468.000,476475.000
CostOfGoodsAndServicesSold,-1389135.000,-1203002.000
EarningsPerShareBasicAndDiluted,0.000,0.010
GeneralAndAdministrativeExpense,301834.000,249579.000
GrossProfit,502119.000,647503.000
IncomeLossAttributableToNoncontrollingInterest,,-31558.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,110955.000,365510.000
IncomeTaxExpenseBenefit,27438.000,54440.000
InterestExpenseDebt,77052.000,99361.000
InvestmentIncomeInterest,21135.000,3778.000
NetIncomeLoss,73725.000,279512.000
NetIncomeLossAttributableToNoncontrollingInterest,-11738.000,1668431.000
OperatingExpenses,354064.000,311664.000
OperatingIncomeLoss,148055.000,335839.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,53388.000,165405.000
OtherOperatingIncome,18817.000,125254.000
ProfitLoss,83517.000,311070.000
ResearchAndDevelopmentExpense,16146.000,18215.000
Revenues,1891254.000,1850505.000
SalesRevenueNet,1872437.000,1725251.000
SellingExpense,36084.000,43870.000
WeightedAverageNumberOfDilutedSharesOutstanding,,19484029.000
WeightedAverageNumberOfSharesOutstandingBasic,,19484029.000
