,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-3806874.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000
ConversionOfStockSharesIssued1,,,100.000
CostOfRevenue,239.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340
GeneralAndAdministrativeExpense,81848.000,748.000,35000.000
GrossProfit,1573.000,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,22808.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-19514.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-3294.000
IncreaseDecreaseInAccountsPayable,29272.000,13848.000,-11970.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,4000.000
IncreaseDecreaseInDerivativeLiabilities,-3630000.000,,
IncreaseDecreaseInIntangibleAssetsCurrent,101183.000,,
IncreaseDecreaseInInterestPayableNet,1073.000,4000.000,
InterestExpense,4264.000,,
InterestExpenseOther,,4000.000,4000.000
InterestPaid,3190.000,,
NetCashProvidedByUsedInFinancingActivities,3847503.000,,41425.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3847503.000,,41425.000
NetCashProvidedByUsedInInvestingActivities,-101183.000,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-101183.000,,0.000
NetCashProvidedByUsedInOperatingActivities,-3746320.000,,-41425.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3746320.000,,-41425.000
NetIncomeLoss,-155835.000,-17848.000,-57395.000
OperatingExpenses,153144.000,13848.000,53395.000
OtherExpenses,4264.000,4000.000,4000.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,-5646.000,,
ProceedsFromIssuanceOfDebt,,,36160.000
ProceedsFromNotesPayable,40000.000,,
ProceedsFromRelatedPartyDebt,,,5265.000
ProfessionalFees,71296.000,13100.000,18395.000
Revenues,1812.000,,
SalesRevenueNet,1812.000,,
StockIssuedDuringPeriodValueAcquisitions,3630000.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,184763.000,,
StockIssuedDuringPeriodValuePurchaseOfAssets,-7260.000,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,22808.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14968991.000,15445484.000,15445484.000
