,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AssetRetirementObligation,,,,,523936.000,529216.000,534496.000,540005.000,,,,,
AssetRetirementObligationsNoncurrent,503266.000,508321.000,513376.000,518656.000,523936.000,529216.000,534496.000,540005.000,542433.000,551890.000,557394.000,563036.000,568697.000
Assets,2813335.000,2755168.000,2693854.000,2638088.000,2582505.000,2598092.000,2554281.000,2505500.000,2469898.000,2462588.000,2412410.000,2427284.000,2387389.000
AssetsCurrent,212147.000,186958.000,159231.000,133091.000,115870.000,141135.000,133090.000,121163.000,120726.000,140903.000,123975.000,167677.000,165190.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,14881637.000,,,,15016631.000,,
CapitalizedCostsAssetRetirementCosts,,,,,,,352483.000,,,,354401.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,17302828.000,,,,17305066.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,2421191.000,,,,2288435.000,,
CapitalizedCostsProvedProperties,,,,,,,16950345.000,,,,16950665.000,,
Cash,3035.000,7412.000,1594.000,2313.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,454.000,1662.000,448.000,1000.000,644.000,1720.000,637.000,19315.000,3962.000
DueFromAffiliateCurrent,204977.000,173622.000,153228.000,109434.000,114589.000,137819.000,130161.000,116855.000,116009.000,134345.000,121043.000,145302.000,157471.000
DueToAffiliateCurrent,59776.000,48358.000,45053.000,62335.000,67111.000,94964.000,80481.000,81554.000,55089.000,44235.000,39286.000,59192.000,54908.000
LiabilitiesAndStockholdersEquity,2813335.000,2755168.000,2693854.000,2638088.000,2582505.000,2598092.000,2554281.000,2505500.000,2469898.000,2462588.000,2412410.000,2427284.000,2387389.000
LiabilitiesCurrent,59776.000,48358.000,45053.000,62335.000,67111.000,94964.000,80481.000,81554.000,55089.000,44235.000,39286.000,59192.000,54908.000
OilAndGasPropertyFullCostMethodGross,17260577.000,17260608.000,17262324.000,17264397.000,17264444.000,17296987.000,17302828.000,17302890.000,17300908.000,17304879.000,17305066.000,17305314.000,17306200.000
OilAndGasPropertyFullCostMethodNet,2601188.000,2568210.000,2534623.000,2504997.000,2466635.000,2456957.000,2421191.000,2384337.000,2349172.000,2321685.000,2288435.000,2259607.000,2222199.000
PartnersCapital,2250293.000,2198489.000,2135425.000,2057097.000,1991458.000,1973912.000,1939304.000,1883941.000,1872376.000,1866463.000,1815730.000,1805056.000,1763784.000
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,,,41.220,,,,,,,,,,
PrepaidTaxes,4135.000,5924.000,4409.000,21344.000,827.000,1654.000,2481.000,3308.000,4073.000,4838.000,2295.000,3060.000,3757.000
