,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,58000.000,296000.000,35000.000,142000.000,2000.000,286000.000,34000.000
AccountsPayableCurrent,11631000.000,8941000.000,10610000.000,14256000.000,9109000.000,12496000.000,13065000.000,13060000.000,11618000.000,12682000.000
AccountsPayableRelatedPartiesCurrent,,,,,,42000.000,493000.000,632000.000,752000.000,978000.000
AccountsReceivableRelatedPartiesCurrent,40000.000,42000.000,42000.000,37000.000,64000.000,,,,,
AccruedIncomeTaxesCurrent,14000.000,10000.000,4000.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,29719000.000,,,,32030000.000,
AdditionalPaidInCapitalCommonStock,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000,51700000.000
Assets,92232000.000,88905000.000,92275000.000,81557000.000,70970000.000,70826000.000,66092000.000,65877000.000,62128000.000,61180000.000
AssetsCurrent,72074000.000,68301000.000,69954000.000,57068000.000,50656000.000,50967000.000,46476000.000,46700000.000,42440000.000,41782000.000
AssetsNoncurrent,20158000.000,20604000.000,22321000.000,24489000.000,20314000.000,19859000.000,19616000.000,19177000.000,19688000.000,19398000.000
CashAndCashEquivalentsAtCarryingValue,9396000.000,10869000.000,10367000.000,1553000.000,193000.000,91000.000,160000.000,159000.000,1053000.000,209000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,,0.100,,,0.100,,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,,10000000.000,,,10000000.000,,,,10000000.000,
CommonStockSharesIssued,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000,2396105.000
CommonStockSharesOutstanding,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000,1525166.000
CommonStockValue,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000
DeferredTaxAssetsGross,,,,,6722000.000,,,,7700000.000,
DeferredTaxAssetsInvestments,,,,0.000,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,-75000.000,-75000.000
DeferredTaxAssetsLiabilitiesNetCurrent,4235000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,9636000.000,4000.000,4000.000,4000.000,4000.000,,
DeferredTaxAssetsNetCurrent,,4788000.000,5651000.000,5461000.000,441000.000,441000.000,439000.000,439000.000,113000.000,112000.000
DeferredTaxAssetsNetNoncurrent,,,1881000.000,4269000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,9648000.000,4482000.000,4973000.000,4971000.000,4756000.000,5944000.000,7581000.000
DeferredTaxAssetsOther,,,,,47000.000,,,,5000.000,
DeferredTaxAssetsOtherTaxCarryforwards,,,,0.000,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,265000.000,265000.000,265000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,280000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,1791000.000,,,,804000.000,
DeferredTaxAssetsValuationAllowance,,,,,5408000.000,,496000.000,649000.000,6371000.000,8008000.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,963000.000,1637000.000
DeferredTaxLiabilitiesNoncurrent,566000.000,1217000.000,94000.000,94000.000,437000.000,437000.000,435000.000,435000.000,187000.000,187000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,1310000.000,,,,1404000.000,
DepositsAssetsCurrent,1228000.000,934000.000,667000.000,631000.000,716000.000,592000.000,408000.000,475000.000,724000.000,579000.000
EquityMethodInvestments,0.000,,,,,,,,,
