,2011-06-30,2011-09-30
CostOfGoodsAndServicesSold,6098859.000,4087514.000
CostOfGoodsSold,272080.000,152132.000
Depreciation,113503.000,111353.000
EarningsPerShareBasicAndDiluted,-0.230,-0.180
GainLossOnDerivativeInstrumentsNetPretax,,0.000
GeneralAndAdministrativeExpense,5428207.000,4610523.000
GrossProfit,6621738.000,7699035.000
InterestExpense,8316.000,255318.000
InterestExpenseRelatedParty,886478.000,1866870.000
MarketingAndAdvertisingExpense,5639908.000,5145098.000
NetIncomeLoss,-6614066.000,-5036950.000
OperatingExpenses,12341010.000,10613797.000
OperatingIncomeLoss,-5719272.000,-2914762.000
ResearchAndDevelopmentExpense,828492.000,571289.000
Revenues,12720597.000,11786549.000
SalesRevenueGoodsNet,4193951.000,4441209.000
SalesRevenueNet,12720597.000,11786549.000
TechnologyServicesCosts,5826779.000,3935382.000
TechnologyServicesRevenue,8526646.000,7345340.000
