,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4847.000,,,,-8975.000,,,,-996.000,,-83640.000,,,,33289.000,,,,205900.000,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,-107037.000,,,,37968.000,,,,170852.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,-185796.000,-335012.000,-211440.000,-156620.000,-264284.000,19565.000,-264837.000,-336119.000,126863.000,-108131.000,50952.000,-23823.000
CostOfGoldProductsAndServices,,,,,,,,,,520342.000,839324.000,244152.000,201852.000,278000.000,389576.000,281429.000,219660.000,244143.000,505022.000,131028.000,231953.000
Depreciation,,,,,,,,,,,176218.000,,,,90291.000,,,,48125.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,-0.010,-0.000,-0.002,-0.010,-0.004,-0.003,-0.003,-0.004,-0.002,-0.001,-0.003,-0.002,,-0.001
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,23397.000,,,,-4679.000,,,,35048.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,0.340,,,,0.340,,,,0.340,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,0.340,,,,0.340,,,,0.340,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
ExplorationExpense,,,,,50000.000,,,,50000.000,,,,,,,,,,,,
ExplorationExpenseMining,840.000,69.000,0.000,10000.000,907.000,5816.000,4815.000,1667.000,2560.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,652.000,794.000,696.000,642.000,608.000,689.000,651.000,657.000,636.000,,,,,,,,,,,,
GoldProductsAndServicesRevenue,,,,,,,,,,383084.000,563775.000,26836.000,74715.000,166013.000,324449.000,201748.000,184264.000,219194.000,370236.000,186767.000,136508.000
GrossProfit,,,,,,,,,,-137258.000,-275549.000,-217316.000,-127137.000,-111987.000,-65127.000,-79681.000,-35396.000,-24949.000,-134786.000,55739.000,-95445.000
