,2012-11-30,2013-11-30,2014-11-30,2015-11-30,2016-11-30
AcquisitionCosts,15000.000,15000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,51272.000
AssetImpairmentCharges,,,,2877144.000,
CashAcquiredFromAcquisition,,,,6133.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-8309.000,-4126.000,12565.000,10311.000,239314.000
CostsIncurredAcquisitionOfOilAndGasProperties,,,15000.000,15000.000,
CostsIncurredExplorationCosts,,,0.000,,
DebtConversionConvertedInstrumentAmount1,,,,10788349.000,200000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,383927.000,
Depreciation,,,,,383.000
EarningsPerShareBasicAndDiluted,-0.020,-0.000,-0.000,-0.150,-0.020
EffectiveIncomeTaxRateContinuingOperations,,,,0.350,
ExplorationExpenseMining,2030.000,6406.000,,,
ExtinguishmentOfDebtAmount,,91343.000,,,
FeesAndCommissionsTransferAgent,,-14473.000,-1925.000,-5578.000,7542.000
ForeignCurrencyTransactionGainLossRealized,,,,0.000,
GainsLossesOnExtinguishmentOfDebt,,,,-10404422.000,-266145.000
GeneralAndAdministrativeExpense,10363.000,8482.000,5815.000,38143.000,-325926.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,2777145.000,
IncomeLossFromEquityMethodInvestments,,,,,-123538.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,0.000,,
IncreaseDecreaseInAccountsPayable,19756.000,-3099.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,66592.000,-22055.000,-41463.000
IncreaseDecreaseInDueToRelatedParties,,,,,8000.000
IncreaseDecreaseInInterestPayableNet,,,2805.000,-549.000,13616.000
IncreaseDecreaseInInventories,,,,,4234.000
IncreaseDecreaseInPrepaidExpense,-20000.000,5000.000,-5000.000,350.000,7500.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,200000.000
InterestExpenseOther,,,,-1190.000,13616.000
LoansAssumed1,,91343.000,,,
ManagementFeeExpense,,,20000.000,52000.000,-75000.000
NetCashProvidedByUsedInFinancingActivities,28174.000,66200.000,102323.000,417500.000,918595.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,28174.000,66200.000,102323.000,417500.000,918595.000
NetCashProvidedByUsedInInvestingActivities,,,,-52099.000,-253587.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-52099.000,-253587.000
NetCashProvidedByUsedInOperatingActivities,-36483.000,-70326.000,-89758.000,-355090.000,-425694.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-36483.000,-70326.000,-89758.000,-355090.000,-425694.000
NetIncomeLoss,-76239.000,-62227.000,-164155.000,-13613702.000,-993451.000
NonoperatingIncomeExpense,,,,-10403232.000,-403300.000
OperatingIncomeLoss,,,,-3210470.000,-590151.000
PaymentsToAcquireInterestInJointVenture,,,,,237000.000
PaymentsToAcquireInvestments,,,,25500.000,
PaymentsToAcquireMineralRights,,,3920.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,15300.000
PaymentsToExploreAndDevelopOilAndGasProperties,,,12654.000,12654.000,
ProceedsFromIssuanceOfCommonStock,,,,,840990.000
ProceedsFromNotesPayable,,,65000.000,417500.000,172500.000
ProceedsFromRelatedPartyDebt,30600.000,66313.000,37323.000,,
ProfessionalFees,41736.000,32866.000,136415.000,237605.000,-130411.000
RepaymentsOfLinesOfCredit,,,,3000.000,3000.000
RepaymentsOfNotesPayable,,,,,94895.000
RepaymentsOfRelatedPartyDebt,2426.000,113.000,,,
SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,,,,2870000.000,
ShareBasedCompensation,,,,,51272.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,3.037
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,0.009
StockIssuedDuringPeriodSharesIssuedForCash,,,296400000.000,,
StockIssuedDuringPeriodValueAcquisitions,,,,2770000.000,2770000.000
StockIssuedDuringPeriodValueIssuedForCash,,,49400.000,,
StockIssuedDuringPeriodValueNewIssues,,,,,840990.000
StockIssuedDuringPeriodValuePurchaseOfAssets,,,,100000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4940000.000,296400000.000,296400000.000,90336662.000,65854080.000
