,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,1577168000.000,1448555000.000,1601998000.000,1721127000.000,1726962000.000,1519460000.000,1605202000.000,1796990000.000,1087979000.000,1042248000.000,1008912000.000,1026000000.000,1074000000.000,1062000000.000,965000000.000,1064000000.000,1012000000.000,1000000000.000,1007000000.000,1081000000.000,1053000000.000,1153000000.000,1051000000.000,1178000000.000,1481000000.000
AccountsReceivableNetCurrent,7160219000.000,7038069000.000,7043542000.000,7683920000.000,7659882000.000,6767952000.000,6948714000.000,7612860000.000,3917865000.000,3938998000.000,3882803000.000,3986000000.000,3883000000.000,4056000000.000,3618000000.000,3586000000.000,3481000000.000,3553000000.000,3460000000.000,3418000000.000,3430000000.000,3567000000.000,3320000000.000,3248000000.000,4510000000.000
AccruedIncomeTaxesCurrent,1272280000.000,487376000.000,466855000.000,514947000.000,759361000.000,477459000.000,709364000.000,655424000.000,141978000.000,138772000.000,228175000.000,175000000.000,152000000.000,181000000.000,481000000.000,270000000.000,534000000.000,589000000.000,483000000.000,430000000.000,261000000.000,232000000.000,240000000.000,188000000.000,186000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9258829000.000,9498323000.000,9542346000.000,10142610000.000,10424051000.000,10378810000.000,10669184000.000,10865840000.000,6625175000.000,6751383000.000,6871831000.000,6965000000.000,7057000000.000,7161000000.000,6822000000.000,6697000000.000,6552000000.000,6695000000.000,6731000000.000,6653000000.000,6873000000.000,6886000000.000,6718000000.000,6661000000.000,6907000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,25000000.000,35000000.000,27000000.000,-38429000.000,-38233000.000,-48830000.000,-31477000.000,-31363000.000,-31534000.000,33973000.000,26452000.000,13000000.000,13000000.000,9000000.000,1000000.000,1000000.000,174000000.000,696000000.000,-900000000.000,65000000.000,-478000000.000,-691000000.000,-78000000.000,-69000000.000,11000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-14000000.000,-8000000.000,29000000.000,-167532000.000,-124922000.000,-126350000.000,-78065000.000,-49866000.000,-37594000.000,35023000.000,24359000.000,5000000.000,5000000.000,-2000000.000,63000000.000,99000000.000,125000000.000,100000000.000,108000000.000,64000000.000,-25000000.000,-33000000.000,-60000000.000,49000000.000,-15000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,2190000000.000,2167000000.000,2139000000.000,2730619000.000,2690764000.000,2650947000.000,2618262000.000,3595554000.000,2436321000.000,-2408363000.000,-2389865000.000,-1312000000.000,-1296000000.000,-1284000000.000,-1268000000.000,-2229000000.000,-2179000000.000,-2157000000.000,-2131000000.000,-1958000000.000,-1940000000.000,-1987000000.000,-1972000000.000,-2284000000.000,-2244000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,2361000000.000,2718000000.000,1223000000.000,72527000.000,-586490000.000,1067764000.000,247195000.000,79353000.000,527480000.000,-887058000.000,-617456000.000,-718000000.000,-656000000.000,-675000000.000,-1771000000.000,-2924000000.000,-3727000000.000,-3643000000.000,-4288000000.000,-4829000000.000,-4408000000.000,-4512000000.000,-4423000000.000,-4959000000.000,-4284000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,182049000.000,577784000.000,-860277000.000,-2597185000.000,-1941119000.000,-3543531000.000,-2755915000.000,-3593678000.000,-2894673000.000,-3226425000.000,-2956510000.000,-2012000000.000,-1934000000.000,-1952000000.000,-2975000000.000,-5053000000.000,-5607000000.000,-5004000000.000,-7211000000.000,-6658000000.000,-6851000000.000,-7223000000.000,-6533000000.000,-7263000000.000,-6532000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,406624000.000,432392000.000,470734000.000,420579000.000,422157000.000,375211000.000,417371000.000,405921000.000,321501000.000,309950000.000,340899000.000,312000000.000,324000000.000,354000000.000,332000000.000,310000000.000,317000000.000,362000000.000,358000000.000,337000000.000,350000000.000,347000000.000,284000000.000,250000000.000,263000000.000
Assets,61651363000.000,62004241000.000,59628176000.000,60276893000.000,62415801000.000,61859790000.000,63257738000.000,67234944000.000,42686613000.000,42903346000.000,44132477000.000,42953000000.000,41662000000.000,41475000000.000,42514000000.000,41275000000.000,43095000000.000,44125000000.000,41725000000.000,41247000000.000,39637000000.000,39831000000.000,39497000000.000,52666000000.000,70887000000.000
AssetsCurrent,23647132000.000,24132178000.000,23094416000.000,23768774000.000,25602131000.000,26257492000.000,27264244000.000,31322583000.000,19096868000.000,19831124000.000,19748949000.000,19247000000.000,17931000000.000,18258000000.000,16464000000.000,15261000000.000,19985000000.000,21131000000.000,15894000000.000,14155000000.000,12406000000.000,12988000000.000,12978000000.000,26776000000.000,19329000000.000
AssetsNoncurrent,,,,36508000000.000,,,,35912000000.000,,,,23705000000.000,,,,26014000000.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,176000000.000,95000000.000,141000000.000,,78000000.000,68000000.000,3331000000.000,3266000000.000,
