,2011-12-31
ComprehensiveIncomeNetOfTax,11359088.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,5180.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,11364268.000
CostOfGoodsAndServicesSold,37128334.000
EarningsPerShareBasic,0.420
EarningsPerShareDiluted,0.360
GeneralAndAdministrativeExpense,2662595.000
GrossProfit,15340895.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,11750439.000
IncomeTaxExpenseBenefit,1796731.000
InterestExpense,676029.000
NetIncomeLoss,9948651.000
NetIncomeLossAttributableToNoncontrollingInterest,5057.000
NonoperatingIncomeExpense,-321590.000
OperatingExpenses,3268866.000
OperatingIncomeLoss,12072029.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1410560.000
OtherNonoperatingIncome,354439.000
ProfitLoss,9953708.000
Revenues,52469229.000
SalesRevenueNet,52469229.000
SellingAndMarketingExpense,606271.000
WeightedAverageNumberOfDilutedSharesOutstanding,27596956.000
WeightedAverageNumberOfSharesOutstandingBasic,23731700.000
