,2011-03-31
AdjustmentForAmortization,10196000.000
AmortizationOfIntangibleAssets,9727000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,7780000.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,2561000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,22740000.000
CostOfGoodsSold,127202000.000
CostsAndExpenses,231884000.000
DeferredIncomeTaxExpenseBenefit,448000.000
DepreciationDepletionAndAmortization,2379000.000
EarningsPerShareBasic,0.290
EarningsPerShareDiluted,0.280
GeneralAndAdministrativeExpense,11678000.000
ImpairmentOfInvestments,87000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,21915000.000
IncomeTaxExpenseBenefit,861000.000
IncreaseDecreaseInAccountsPayable,-8607000.000
IncreaseDecreaseInAccountsReceivable,4891000.000
IncreaseDecreaseInAccruedLiabilities,-269000.000
IncreaseDecreaseInInventories,269000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,3710000.000
InterestIncomeExpenseNet,670000.000
NetCashProvidedByUsedInFinancingActivities,16805000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16805000.000
NetCashProvidedByUsedInInvestingActivities,-20374000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-20374000.000
NetCashProvidedByUsedInOperatingActivities,26309000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,26309000.000
NetIncomeLoss,21054000.000
OperatingIncomeLoss,13465000.000
PaymentsToAcquireMarketableSecurities,144231000.000
PaymentsToAcquirePropertyPlantAndEquipment,2324000.000
ProceedsFromIssuanceOfCommonStock,16805000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,126181000.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,53554000.000
Revenues,245349000.000
SalesRevenueNet,245349000.000
SellingAndMarketingExpense,27162000.000
ShareBasedCompensation,17671000.000
WeightedAverageNumberOfDilutedSharesOutstanding,76032000.000
WeightedAverageNumberOfSharesOutstandingBasic,73249000.000
