,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsNotesAndLoansReceivableNetCurrent,1759000000.000,1836000000.000,1762000000.000,1529000000.000,1801000000.000,1677000000.000,1626000000.000,1534000000.000,1594000000.000,1685000000.000,1674000000.000,1542000000.000,1691000000.000,1819000000.000,1639000000.000,1665000000.000,1633000000.000,1721000000.000,1596000000.000,1420000000.000,1558000000.000,1532000000.000,1456000000.000,1402000000.000,1471000000.000,1586000000.000
AccountsPayableCurrent,1074000000.000,1110000000.000,941000000.000,862000000.000,1089000000.000,976000000.000,1017000000.000,1102000000.000,1101000000.000,996000000.000,1034000000.000,1067000000.000,1144000000.000,1117000000.000,1133000000.000,1218000000.000,1162000000.000,1179000000.000,1037000000.000,1034000000.000,999000000.000,963000000.000,999000000.000,1071000000.000,1125000000.000,1138000000.000
AccountsPayableRelatedPartiesCurrent,38000000.000,22000000.000,36000000.000,50000000.000,39000000.000,33000000.000,40000000.000,48000000.000,34000000.000,35000000.000,41000000.000,46000000.000,41000000.000,45000000.000,43000000.000,57000000.000,29000000.000,30000000.000,31000000.000,27000000.000,28000000.000,28000000.000,27000000.000,31000000.000,37000000.000,32000000.000
AccrualForEnvironmentalLossContingencies,,41000000.000,38000000.000,36000000.000,36000000.000,34000000.000,35000000.000,34000000.000,34000000.000,30000000.000,29000000.000,27000000.000,28000000.000,28000000.000,44000000.000,60000000.000,57000000.000,56000000.000,54000000.000,38000000.000,39000000.000,38000000.000,37000000.000,34000000.000,35000000.000,35000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,61000000.000,,,,87000000.000,,,,79000000.000,,,,65000000.000,,,,65000000.000,,,,62000000.000,,
AccruedEnvironmentalLossContingenciesCurrent,,4000000.000,3000000.000,7000000.000,5000000.000,4000000.000,10000000.000,10000000.000,5000000.000,2000000.000,1000000.000,5000000.000,5000000.000,3000000.000,4000000.000,7000000.000,6000000.000,5000000.000,4000000.000,6000000.000,7000000.000,5000000.000,2000000.000,7000000.000,7000000.000,6000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,37000000.000,35000000.000,29000000.000,31000000.000,30000000.000,25000000.000,24000000.000,29000000.000,28000000.000,28000000.000,22000000.000,23000000.000,25000000.000,40000000.000,53000000.000,51000000.000,51000000.000,50000000.000,32000000.000,32000000.000,33000000.000,35000000.000,27000000.000,28000000.000,29000000.000
AccruedIncomeTaxesCurrent,,,,46000000.000,,,,24000000.000,,,,61000000.000,,,,35000000.000,,,,18000000.000,,,,32000000.000,,
AccruedLiabilitiesCurrent,712000000.000,758000000.000,732000000.000,695000000.000,658000000.000,669000000.000,690000000.000,705000000.000,652000000.000,705000000.000,689000000.000,726000000.000,717000000.000,682000000.000,629000000.000,739000000.000,705000000.000,737000000.000,795000000.000,686000000.000,652000000.000,602000000.000,655000000.000,616000000.000,632000000.000,669000000.000
AccruedMarketingCostsCurrent,,,,91000000.000,,,,85000000.000,,,,95000000.000,,,,79000000.000,,,,72000000.000,,,,73000000.000,,
