,2011-07-01
CostOfGoodsAndServicesSold,511307000.000
GrossProfit,364698000.000
IncomeLossFromContinuingOperations,32791000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000
IncomeTaxExpenseBenefit,25425000.000
InterestAndDebtExpense,30154000.000
InterestIncomeExpenseNet,583000.000
NetIncomeLoss,32791000.000
NonoperatingIncomeExpense,-435000.000
OperatingIncomeLoss,88222000.000
ResearchAndDevelopmentExpense,18686000.000
RestructuringSettlementAndImpairmentProvisions,-925000.000
Revenues,876005000.000
SalesRevenueNet,869638000.000
SellingGeneralAndAdministrativeExpense,258715000.000
