,2011-12-31
BusinessCombinationBargainPurchaseGainRecognizedAmount,7116499.000
CashAndCashEquivalentsPeriodIncreaseDecrease,80997.000
ComprehensiveIncomeNetOfTax,2250810.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-21578.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2229232.000
CostOfGoodsSold,191890350.000
CostOfRevenue,195279483.000
DepreciationAndAmortization,3176458.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,178967.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,107147.000
EarningsPerShareDiluted,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,1478.000
ForeignCurrencyTransactionGainLossUnrealized,-13147.000
GainLossOnSaleOfPropertyPlantEquipment,-31106.000
GeneralAndAdministrativeExpense,5191953.000
GrossProfit,3447628.000
IncomeLossFromContinuingOperations,16506.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1613138.000
IncomeLossFromContinuingOperationsPerDilutedShare,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,71820.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000
IncomeTaxExpenseBenefit,-1629644.000
IncomeTaxesPaid,77774.000
IncreaseDecreaseInAccountsPayable,30938378.000
IncreaseDecreaseInAccountsPayableRelatedParties,-331067.000
IncreaseDecreaseInAccountsReceivable,44447213.000
IncreaseDecreaseInAccountsReceivableRelatedParties,-1001627.000
IncreaseDecreaseInAccruedTaxesPayable,290495.000
IncreaseDecreaseInCustomerAdvances,-237356.000
IncreaseDecreaseInDeferredCharges,3499172.000
IncreaseDecreaseInDepositOtherAssets,26362858.000
IncreaseDecreaseInInventories,82829.000
IncreaseDecreaseInLeasingReceivables,2148000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-68766.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,8174090.000
InterestExpense,10266076.000
InterestPaid,9551984.000
InvestmentIncomeInterest,4622423.000
NetCashProvidedByUsedInFinancingActivities,91298205.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,91298205.000
NetCashProvidedByUsedInInvestingActivities,-24739638.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-24739638.000
NetCashProvidedByUsedInOperatingActivities,-66479048.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-66479048.000
NetIncomeLoss,132191.000
NetIncomeLossAttributableToNoncontrollingInterest,-43865.000
NonoperatingIncomeExpense,1472371.000
OperatingExpenses,6533137.000
OperatingIncomeLoss,-3085509.000
OperatingLeasesIncomeStatementContingentRevenue,124753.000
OperatingLeasesIncomeStatementMinimumLeaseRevenue,4507998.000
OperatingLeasesRentExpenseContingentRentals,254826.000
OperatingLeasesRentExpenseMinimumRentals,3134307.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,2140906.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,2140906.000
OtherNonoperatingIncomeExpense,-475.000
PaymentsToAcquireBusinessesNetOfCashAcquired,7361107.000
PaymentsToAcquireRealEstate,19432381.000
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,0.000
ProceedsFromIssuanceOfLongTermDebt,4204708.000
ProceedsFromMinorityShareholders,743820.000
ProceedsFromNotesPayable,84239906.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,-24463140.000
ProceedsFromShortTermDebt,76563435.000
ProfitLoss,88326.000
RepaymentsOfNotesPayable,38410226.000
RepaymentsOfShortTermDebt,31097606.000
Revenues,198727111.000
SalesRevenueNet,194094360.000
SellingExpense,1341184.000
WeightedAverageNumberOfDilutedSharesOutstanding,397937888.000
