,2011-06-30,2011-09-30,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,44000.000,
GeneralAndAdministrativeExpense,60000.000,44000.000,45000.000,80000.000
IncreaseDecreaseInAccountsReceivable,,,26000.000,
IncreaseDecreaseInAccruedLiabilities,,,-8000.000,
IncreaseDecreaseInOtherCurrentAssets,,,-28000.000,
InvestmentIncomeInterest,8000.000,7000.000,5000.000,5000.000
NetCashProvidedByUsedInInvestingActivities,,,-1000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1000.000,
NetCashProvidedByUsedInOperatingActivities,,,45000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,45000.000,
NetIncomeLoss,,-97000.000,-4000.000,-1209000.000
OilAndGasRevenue,66000.000,90000.000,122000.000,121000.000
OperatingCostsAndExpenses,83000.000,82000.000,31000.000,32000.000
OperatingExpenses,293000.000,194000.000,131000.000,1335000.000
OperatingIncomeLoss,-227000.000,-104000.000,-9000.000,-1214000.000
PaymentsToAcquireOilAndGasProperty,,,-4000.000,
ProfitLoss,-219000.000,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,39000.000,55000.000,89000.000,70000.000
ResultsOfOperationsDryHoleCosts,111000.000,13000.000,-34000.000,1153000.000
